target_id	length	eff_length	est_counts	tpm
NM_000065.5	3691	3439.75	0	0
NM_000066.4	2040	1788.75	0	0
NM_000067.3	1562	1310.75	507	22.4706
NM_000068.4	8660	8408.75	0.623241	0.00430577
NM_000069.3	6028	5776.75	1.04287e-06	1.04876e-08
NM_000070.3	3315	3063.75	34.9477	0.662661
NM_000071.3	2495	2243.75	1887.7	48.8749
NM_000072.3	2108	1856.75	0	0
NM_000073.3	2690	2438.75	0	0
NM_000074.3	1852	1600.75	0	0
NM_000075.4	1865	1613.75	4224.49	152.078
NM_000076.2	1943	1691.75	11.5919	0.398056
NM_000077.5	978	726.747	851.26	68.0463
NM_000078.3	1691	1439.75	0	0
NM_000079.4	1984	1732.75	0	0
NM_000080.4	2482	2230.75	3.80195	0.0990106
NM_000081.4	13466	13214.7	410.46	1.80442
NM_000082.4	9414	9162.75	0.0111417	7.06403e-05
NM_000083.3	3187	2935.75	0	0
NM_000084.5	9472	9220.75	829.153	5.2239
NM_000085.5	2562	2310.75	0	0
NM_000086.2	1879	1627.75	117.408	4.19022
NM_000087.5	2784	2532.75	0	0
NM_000088.4	5914	5662.75	420	4.30872
NM_000089.4	5072	4820.75	2	0.0241014
NM_000090.4	5490	5238.75	69	0.765152
NM_000091.5	8038	7786.75	63.4672	0.473499
NM_000092.5	9984	9732.75	0	0
NM_000093.5	8442	8190.75	934.372	6.62708
NM_000094.4	9231	8979.75	769.62	4.97896
NM_000095.3	2452	2200.75	23	0.607133
NM_000096.4	4452	4200.75	0	0
NM_000097.7	2709	2457.75	741.389	17.5241
NM_000098.3	2699	2447.75	899.442	21.3468
NM_000099.4	793	541.94	480.548	51.5124
NM_000100.4	588	339.352	1140	195.156
NM_000101.4	692	441.505	825.909	108.673
NM_000102.4	1750	1498.75	7	0.271329
NM_000103.4	4403	4151.75	0	0
NM_000104.4	5218	4966.75	95	1.11116
NM_000106.6	1588	1336.75	0	0
NM_000107.3	1815	1563.75	804.528	29.8883
NM_000108.5	3537	3285.75	3649.79	64.5298
NM_000109.4	13854	13602.7	0	0
NM_000110.4	4423	4171.75	242.213	3.37291
NM_000111.3	2882	2630.75	1	0.0220824
NM_000112.4	8054	7802.75	445.276	3.31519
NM_000113.3	2080	1828.75	1050	33.355
NM_000115.5	4274	4022.75	0	0
NM_000116.5	1906	1654.75	48.5667	1.70503
NM_000117.3	1281	1029.75	956	53.9328
NM_000118.4	3082	2830.75	0	0
NM_000119.3	2434	2182.75	0	0
NM_000120.4	1780	1528.75	0	0
NM_000121.4	2411	2159.75	132.525	3.56468
NM_000122.2	2718	2466.75	1694.22	39.8999
NM_000123.4	3888	3636.75	1516.22	24.22
NM_000124.4	9001	8749.75	178.328	1.18399
NM_000125.4	6327	6075.75	0	0
NM_000126.4	2289	2037.75	3096.38	88.2734
NM_000127.3	8243	7991.75	1078.68	7.84106
NM_000128.4	3053	2801.75	0	0
NM_000129.4	3828	3576.75	0	0
NM_000130.5	9132	8880.75	13.2791	0.0868647
NM_000131.4	3144	2892.75	0	0
NM_000132.4	9032	8780.75	33.8591	0.224012
NM_000133.4	2800	2548.75	0	0
NM_000134.4	2226	1974.75	9.92227	0.291894
NM_000135.4	5452	5200.75	1243.51	13.8902
NM_000136.3	4592	4340.75	159.7	2.13731
NM_000137.4	1456	1204.75	240.197	11.5824
NM_000138.5	11609	11357.7	83.9234	0.429256
NM_000139.5	3648	3396.75	0	0
NM_000140.5	7689	7437.75	709.658	5.54286
NM_000141.5	4624	4372.75	0.281627	0.00374151
NM_000142.5	4301	4049.75	0	0
NM_000143.4	1791	1539.75	1306	49.2742
NM_000144.5	6978	6726.75	391.793	3.38359
NM_000145.4	2762	2510.75	0	0
NM_000146.4	871	619.801	3656	342.673
NM_000147.5	2043	1791.75	261.862	8.49028
NM_000148.4	4214	3962.75	1179.59	17.2926
NM_000149.4	2565	2313.75	0	0
NM_000150.4	3326	3074.75	0	0
NM_000151.4	4164	3912.75	0	0
NM_000152.5	3751	3499.75	230.872	3.83231
NM_000153.4	3794	3542.75	0	0
NM_000154.2	1397	1145.75	297.314	15.0748
NM_000155.4	1756	1504.75	143.778	5.55081
NM_000156.6	1110	858.747	174.394	11.7975
NM_000157.4	2291	2039.75	162.336	4.62344
NM_000158.4	2941	2689.75	906.824	19.5856
NM_000159.4	1852	1600.75	178.394	6.47417
NM_000160.5	2030	1778.75	0	0
NM_000161.3	2916	2664.75	466.399	10.1678
NM_000162.5	2745	2493.75	0	0
NM_000163.5	4899	4647.75	30.0243	0.375281
NM_000164.4	3310	3058.75	0	0
NM_000165.5	3083	2831.75	1817	37.2758
NM_000166.6	1937	1685.75	0	0
NM_000167.6	4410	4158.75	0	0
NM_000168.6	8405	8153.75	130.214	0.92774
NM_000169.3	1318	1066.75	1194.29	65.0391
NM_000170.3	3843	3591.75	615	9.94707
NM_000171.4	1812	1560.75	0	0
NM_000172.4	2465	2213.75	30.1053	0.790024
NM_000173.7	2514	2262.75	158	4.05646
NM_000174.5	877	625.801	0	0
NM_000175.5	4125	3873.75	2949.81	44.2374
NM_000176.3	6778	6526.75	34.369	0.305911
NM_000177.5	2619	2367.75	310.226	7.61148
NM_000178.4	1909	1657.75	2292.31	80.3307
NM_000179.3	4265	4013.75	1976.16	28.6021
NM_000180.4	3680	3428.75	0	0
NM_000181.4	2199	1947.75	0	0
NM_000182.5	2943	2691.75	7266.96	156.835
NM_000183.3	1997	1745.75	1713.48	57.0194
NM_000184.3	586	337.389	0	0
NM_000185.4	2203	1951.75	7	0.208353
NM_000186.4	3962	3710.75	3.12159	0.0488698
NM_000187.4	1674	1422.75	0	0
NM_000188.3	3602	3350.75	3329.74	57.7291
NM_000189.5	5626	5374.75	1093.39	11.8179
NM_000190.4	1505	1253.75	512.572	23.7504
NM_000191.3	1570	1318.75	685.695	30.2061
NM_000192.3	3921	3669.75	0	0
NM_000193.4	4650	4398.75	8.29747	0.109583
NM_000194.3	1395	1143.75	5355	271.992
NM_000195.5	3703	3451.75	0	0
NM_000196.4	1896	1644.75	0	0
NM_000197.2	1159	907.747	0	0
NM_000198.4	1675	1423.75	0	0
NM_000199.5	2705	2453.75	0	0
NM_000200.3	532	285.124	0	0
NM_000201.3	2967	2715.75	8.49984	0.181822
NM_000202.8	7580	7328.75	1327.71	10.5244
NM_000203.5	2174	1922.75	0	0
NM_000204.5	1978	1726.75	35.5899	1.19736
NM_000206.3	1480	1228.75	0	0
NM_000207.3	465	222.726	0	0
NM_000208.4	9463	9211.75	74.883	0.472245
NM_000209.4	2603	2351.75	130	3.21128
NM_000210.4	5816	5564.75	456.537	4.76602
NM_000211.5	2807	2555.75	0	0
NM_000212.3	5941	5689.75	21.1021	0.215456
NM_000213.5	5896	5644.75	0	0
NM_000214.3	5940	5688.75	196	2.00155
NM_000215.4	5386	5134.75	0	0
NM_000216.4	6265	6013.75	526.136	5.08252
NM_000217.3	7985	7733.75	1	0.00751166
NM_000218.3	3224	2972.75	22	0.429923
NM_000219.6	3505	3253.75	0	0
NM_000220.6	2333	2081.75	0	0
NM_000221.3	2397	2145.75	106.407	2.88082
NM_000222.3	5147	4895.75	0.000794475	9.4273e-06
NM_000223.4	1880	1628.75	10	0.356675
NM_000224.3	1413	1161.75	1344.41	67.2274
NM_000226.4	2296	2044.75	0	0
NM_000227.6	5618	5366.75	267.53	2.89593
NM_000228.3	4014	3762.75	693.795	10.7115
NM_000229.2	1496	1244.75	91.477	4.2693
NM_000230.3	3427	3175.75	0.425162	0.0077774
NM_000231.3	1594	1342.75	0	0
NM_000232.5	4248	3996.75	1172.66	17.0448
NM_000233.4	3076	2824.75	0	0
NM_000234.3	3125	2873.75	405.086	8.18888
NM_000235.4	2496	2244.75	1481.99	38.3533
NM_000236.3	2559	2307.75	2	0.0503463
NM_000237.3	3565	3313.75	126	2.20891
NM_000238.4	4292	4040.75	12.1115	0.174126
NM_000239.3	1490	1238.75	5.17284	0.24259
NM_000240.4	3931	3679.75	564.161	8.90658
NM_000242.3	3521	3269.75	0	0
NM_000243.3	3506	3254.75	0	0
NM_000244.4	2746	2494.75	0	0
NM_000245.4	6822	6570.75	791.836	7.00078
NM_000246.4	16061	15809.7	0	0
NM_000247.3	1366	1114.75	0	0
NM_000248.4	4475	4223.75	0	0
NM_000249.4	2494	2242.75	836.062	21.6563
NM_000250.2	3216	2964.75	0	0
NM_000251.3	3115	2863.75	2090.18	42.4009
NM_000252.3	3412	3160.75	307.415	5.65016
NM_000253.4	4043	3791.75	0	0
NM_000254.3	10547	10295.7	370.437	2.09018
NM_000255.4	3811	3559.75	716.629	11.695
NM_000256.3	4217	3965.75	0	0
NM_000257.4	6027	5775.75	1.19122e-05	1.19815e-07
NM_000258.3	885	633.801	0	0
NM_000259.3	12238	11986.7	751.664	3.64291
NM_000260.4	7483	7231.75	2.2392e-08	1.79877e-10
NM_000261.2	2100	1848.75	0	0
NM_000262.3	3696	3444.75	421.41	7.10679
NM_000263.4	2475	2223.75	71.7774	1.87512
NM_000264.5	8662	8410.75	183.419	1.26688
NM_000265.7	1349	1097.75	1	0.0529205
NM_000266.4	1719	1467.75	0	0
NM_000267.3	12381	12129.7	618.322	2.96134
NM_000268.4	5950	5698.75	21.574	0.219926
NM_000269.3	890	638.784	4761.64	433.04
NM_000270.4	1477	1225.75	1345	63.7452
NM_000271.5	4760	4508.75	1203.81	15.5105
NM_000272.5	2690	2438.75	0.00307623	7.32788e-05
NM_000273.3	1645	1393.75	0	0
NM_000274.4	2039	1787.75	959.092	31.1659
NM_000275.3	3143	2891.75	26	0.522323
NM_000276.4	5173	4921.75	0.00713463	8.42127e-05
NM_000277.3	3759	3507.75	0	0
NM_000278.5	4189	3937.75	0	0
NM_000280.6	2701	2449.75	104.526	2.47873
NM_000281.4	787	535.97	435.451	47.1982
NM_000282.4	2484	2232.75	158.251	4.11749
NM_000283.4	3294	3042.75	0	0
NM_000284.4	3349	3097.75	5493.23	103.017
NM_000285.4	1907	1655.75	567.291	19.9039
NM_000286.3	2617	2365.75	150	3.6834
NM_000287.4	3444	3192.75	450.3	8.19339
NM_000288.4	1454	1202.75	142.697	6.89233
NM_000289.6	3090	2838.75	681.697	13.9505
NM_000290.4	837	585.833	2.17989	0.216166
NM_000291.4	4812	4560.75	3347.83	42.6436
NM_000292.3	5077	4825.75	75.7355	0.911719
NM_000293.3	5459	5207.75	100.504	1.12114
NM_000294.3	5384	5132.75	157.32	1.78058
NM_000295.5	3006	2754.75	0	0
NM_000296.4	14137	13885.7	741.35	3.10156
NM_000297.4	5089	4837.75	198.722	2.38632
NM_000298.6	3047	2795.75	0	0
NM_000299.4	5389	5137.75	0	0
NM_000300.4	991	739.747	0	0
NM_000301.5	3530	3278.75	0	0
NM_000302.4	2976	2724.75	2041.75	43.5314
NM_000303.3	2285	2033.75	448.822	12.8205
NM_000304.4	1828	1576.75	0	0
NM_000305.3	1610	1358.75	476.096	20.3555
NM_000306.4	1488	1236.75	2	0.0939453
NM_000307.5	3838	3586.75	0	0
NM_000308.4	1858	1606.75	370.271	13.3875
NM_000309.5	1672	1420.75	0.508769	0.0208032
NM_000310.4	2284	2032.75	3699.78	105.735
NM_000311.5	2435	2183.75	945.209	25.145
NM_000312.4	1769	1517.75	0	0
NM_000313.4	3372	3120.75	932.162	17.3524
NM_000314.8	8515	8263.75	0	0
NM_000315.4	791	539.97	29	3.12
NM_000316.3	2153	1901.75	0	0
NM_000317.3	872	620.801	529	49.5027
NM_000318.3	4169	3917.75	0	0
NM_000319.5	3213	2961.75	0	0
NM_000320.3	1507	1255.75	330.648	15.2964
NM_000321.3	4768	4516.75	1522.18	19.578
NM_000322.5	3001	2749.75	7	0.147887
NM_000324.3	1895	1643.75	0	0
NM_000325.6	2294	2042.75	112.872	3.20993
NM_000326.5	1638	1386.75	0	0
NM_000327.4	1358	1106.75	32	1.67968
NM_000328.3	3053	2801.75	458.08	9.49813
NM_000329.3	2605	2353.75	0	0
NM_000330.4	3031	2779.75	2.20398	0.0460605
NM_000331.6	665	414.856	0	0
NM_000332.4	10606	10354.7	0.000820534	4.60345e-06
NM_000333.4	7250	6998.75	306.412	2.54338
NM_000334.4	7805	7553.75	277	2.13031
NM_000335.5	8516	8264.75	60.1576	0.422851
NM_000336.3	2560	2308.75	0	0
NM_000337.6	9383	9131.75	0	0
NM_000338.3	4708	4456.75	1	0.0130349
NM_000339.3	5567	5315.75	0.00158835	1.73583e-05
NM_000340.2	3181	2929.75	0	0
NM_000341.4	2969	2717.75	2.05842	0.0439999
NM_000342.4	4954	4702.75	0	0
NM_000343.4	4832	4580.75	2.68666	0.0340723
NM_000344.4	1482	1230.75	1556.38	73.4636
NM_000345.4	3177	2925.75	98.9222	1.96419
NM_000346.4	3931	3679.75	181	2.8575
NM_000348.4	4519	4267.75	0	0
NM_000349.3	2565	2313.75	8.04336	0.201952
NM_000350.3	7328	7076.75	0	0
NM_000351.7	6352	6100.75	0	0
NM_000352.6	4921	4669.75	21.5159	0.267665
NM_000353.3	3945	3693.75	4.0943	0.0643929
NM_000354.6	2360	2108.75	0	0
NM_000355.4	2192	1940.75	4	0.119734
NM_000356.4	4792	4540.75	233.932	2.99287
NM_000358.3	2712	2460.75	4	0.0944319
NM_000359.3	2744	2492.75	37	0.862282
NM_000360.4	1827	1575.75	0	0
NM_000361.3	4040	3788.75	0	0
NM_000362.5	4597	4345.75	1652	22.0837
NM_000363.5	843	591.817	200	19.6322
NM_000364.4	1156	904.747	0	0
NM_000365.6	1351	1099.75	16927.2	894.164
NM_000366.6	1265	1013.75	0	0
NM_000367.5	3184	2932.75	89.2603	1.76811
NM_000368.5	8598	8346.75	1.36166	0.00947713
NM_000369.5	4308	4056.75	0	0
NM_000370.3	2633	2381.75	0	0
NM_000371.4	616	366.638	0	0
NM_000372.5	2062	1810.75	0	0
NM_000373.4	6652	6400.75	451.681	4.09946
NM_000374.5	1193	941.747	2255.13	139.112
NM_000375.3	1336	1084.75	162.011	8.67643
NM_000376.3	4616	4364.75	65.8389	0.876293
NM_000377.3	1829	1577.75	19.0157	0.700165
NM_000378.6	2971	2719.75	0.000365945	7.81653e-06
NM_000379.4	5715	5463.75	19.5454	0.207816
NM_000380.4	1400	1148.75	527.539	26.6782
NM_000381.4	6168	5916.75	762.979	7.49127
NM_000382.3	3703	3451.75	737.781	12.4169
NM_000383.4	2690	2438.75	2.74942	0.0654939
NM_000384.3	14121	13869.7	0	0
NM_000386.4	2307	2055.75	2478	70.0257
NM_000387.6	1778	1526.75	666	25.3415
NM_000388.4	10062	9810.75	0	0
NM_000389.5	2117	1865.75	1595.97	49.6933
NM_000390.4	5438	5186.75	734.914	8.23128
NM_000391.4	3492	3240.75	1014	18.1769
NM_000392.5	5806	5554.75	0	0
NM_000393.5	6829	6577.75	386.525	3.41371
NM_000394.4	1139	887.747	0	0
NM_000395.3	4853	4601.75	0	0
NM_000396.4	1629	1377.75	67	2.82508
NM_000397.4	4276	4024.75	0.000696014	1.00463e-05
NM_000398.7	2916	2664.75	2092.16	45.6105
NM_000399.5	2979	2727.75	11	0.234269
NM_000400.4	4108	3856.75	747.756	11.2633
NM_000401.3	3469	3217.75	923.69	16.6763
NM_000402.4	2406	2154.75	128.583	3.46668
NM_000403.4	1665	1413.75	11.088	0.455624
NM_000404.4	2523	2271.75	583.181	14.9131
NM_000405.5	3603	3351.75	332.038	5.75497
NM_000406.3	4402	4150.75	17	0.23793
NM_000407.5	959	707.747	59.8839	4.91539
NM_000408.5	5812	5560.75	299.955	3.13364
NM_000409.5	1904	1652.75	0	0
NM_000410.4	5176	4924.75	0	0
NM_000411.8	8247	7995.75	279.51	2.03079
NM_000412.5	1947	1695.75	0	0
NM_000413.4	1274	1022.75	10.6916	0.607297
NM_000414.4	2628	2376.75	4205.9	102.802
NM_000415.3	1942	1690.75	0	0
NM_000416.3	2074	1822.75	1490.47	47.5033
NM_000417.3	3218	2966.75	0	0
NM_000418.4	3624	3372.75	11.5716	0.199313
NM_000419.5	3479	3227.75	81.2626	1.46257
NM_000420.3	2494	2242.75	0	0
NM_000421.5	2143	1891.75	2074.67	63.7106
NM_000422.3	1517	1265.75	918.983	42.178
NM_000423.3	2450	2198.75	0	0
NM_000424.4	2238	1986.75	0	0
NM_000425.5	5099	4847.75	0	0
NM_000426.4	9696	9444.75	0.438154	0.00269502
NM_000427.3	1245	993.747	0	0
NM_000428.3	8460	8208.75	146	1.03324
NM_000429.3	3384	3132.75	8	0.148351
NM_000430.4	5589	5337.75	3204.87	34.8801
NM_000431.4	2833	2581.75	74.0082	1.6653
NM_000432.4	783	531.97	0	0
NM_000433.4	2267	2015.75	0	0
NM_000434.4	3353	3101.75	401.818	7.52573
NM_000435.3	8680	8428.75	485.7	3.34758
NM_000436.4	3294	3042.75	732.473	13.9847
NM_000437.4	3487	3235.75	361.256	6.48584
NM_000438.6	1501	1249.75	3.05562	0.142037
NM_000439.5	5136	4884.75	0	0
NM_000440.3	5645	5393.75	0	0
NM_000441.2	4737	4485.75	32.1704	0.416627
NM_000442.5	6813	6561.75	0	0
NM_000443.4	4293	4041.75	113.676	1.6339
NM_000444.6	6288	6036.75	0	0
NM_000445.5	14798	14546.7	1020.32	4.0747
NM_000446.7	2393	2141.75	0	0
NM_000447.3	2249	1997.75	311.136	9.04765
NM_000448.3	6588	6336.75	0.00635107	5.82246e-05
NM_000449.4	3577	3325.75	441.368	7.70969
NM_000450.2	3875	3623.75	0	0
NM_000451.4	7934	7682.75	13.8065	0.104398
NM_000452.3	3350	3098.75	0	0
NM_000453.3	3604	3352.75	0	0
NM_000454.5	895	643.784	5484.97	494.949
NM_000455.5	3293	3041.75	2108.01	40.2601
NM_000456.3	2445	2193.75	44.3818	1.17529
NM_000457.6	4739	4487.75	0	0
NM_000458.4	2790	2538.75	0	0
NM_000459.5	4683	4431.75	0	0
NM_000460.4	1918	1666.75	0	0
NM_000461.5	7430	7178.75	84.9626	0.687552
NM_000462.5	5319	5067.75	691.969	7.93228
NM_000463.3	2361	2109.75	0	0
NM_000465.4	5478	5226.75	817.509	9.08629
NM_000466.3	4369	4117.75	606.526	8.55688
NM_000474.4	1630	1378.75	375	15.8006
NM_000475.5	1813	1561.75	0	0
NM_000476.3	2192	1940.75	1054.71	31.5712
NM_000477.7	2285	2033.75	48	1.3711
NM_000478.6	2536	2284.75	16.2615	0.413475
NM_000479.5	1809	1557.75	280	10.4421
NM_000480.3	4357	4105.75	0	0
NM_000481.4	1997	1745.75	345.473	11.4963
NM_000482.4	1471	1219.75	0	0
NM_000483.5	660	409.89	0	0
NM_000484.4	3583	3331.75	3967.09	69.1713
NM_000485.3	931	679.747	571.228	48.8189
NM_000486.6	4180	3928.75	0	0
NM_000487.6	4294	4042.75	153.382	2.20406
NM_000488.4	1552	1300.75	0	0
NM_000489.6	11165	10913.7	0.00262718	1.39844e-05
NM_000490.5	619	369.617	0	0
NM_000491.5	1098	846.747	0	0
NM_000492.4	6070	5818.75	0	0
NM_000493.4	3302	3050.75	0.0254027	0.000483726
NM_000494.4	5612	5360.75	11	0.119205
NM_000495.5	6513	6261.75	866.712	8.04091
NM_000496.3	769	517.984	1.96296	0.220151
NM_000497.4	3540	3288.75	0	0
NM_000498.3	2936	2684.75	0	0
NM_000499.5	2600	2348.75	0	0
NM_000500.9	2006	1754.75	0	0
NM_000501.4	3397	3145.75	0	0
NM_000502.6	2719	2467.75	54	1.27122
NM_000503.6	4163	3911.75	0	0
NM_000504.4	1536	1284.75	9.73294	0.440101
NM_000505.4	2036	1784.75	0	0
NM_000506.5	1990	1738.75	4	0.133644
NM_000507.4	1473	1221.75	0	0
NM_000508.5	3654	3402.75	0	0
NM_000509.6	1565	1313.75	0	0
NM_000510.4	1855	1603.75	0	0
NM_000511.6	3116	2864.75	36.9651	0.749604
NM_000512.5	2344	2092.75	48.589	1.3488
NM_000513.2	1998	1746.75	0	0
NM_000514.4	4171	3919.75	64.0343	0.949032
NM_000515.5	823	571.865	0	0
NM_000516.7	1854	1602.75	5759.26	208.75
NM_000517.6	576	327.571	0	0
NM_000518.5	628	378.474	1	0.153494
NM_000519.4	620	370.607	1447	226.82
NM_000520.6	4785	4533.75	760.325	9.74245
NM_000521.4	1812	1560.75	1744.92	64.9485
NM_000522.5	5015	4763.75	262	3.19506
NM_000523.4	2416	2164.75	698	18.7316
NM_000524.4	4572	4320.75	0	0
NM_000525.4	3412	3160.75	129.368	2.37774
NM_000526.5	1636	1384.75	1.00099	0.0419938
NM_000527.5	5173	4921.75	569.729	6.72474
NM_000528.4	3185	2933.75	967.767	19.1635
NM_000529.2	3652	3400.75	27.6424	0.472202
NM_000530.8	1951	1699.75	9.90241	0.338441
NM_000531.6	1522	1270.75	0	0
NM_000532.5	1799	1547.75	747.33	28.0504
NM_000533.5	3011	2759.75	0	0
NM_000534.5	3156	2904.75	939.947	18.7984
NM_000535.7	5093	4841.75	497.002	5.96324
NM_000536.4	2388	2136.75	0	0
NM_000537.4	1462	1210.75	0	0
NM_000538.4	2306	2054.75	563	15.9175
NM_000539.3	2768	2516.75	2	0.0461654
NM_000540.3	15400	15148.7	3.13749	0.0120318
NM_000541.5	1596	1344.75	0	0
NM_000542.5	3550	3298.75	6.71159	0.118196
NM_000543.5	2410	2158.75	109.819	2.95529
NM_000544.3	5679	5427.75	1214.73	13.0013
NM_000545.8	3442	3190.75	3.7601	0.0684593
NM_000546.6	2512	2260.75	411.469	10.5733
NM_000547.6	4090	3838.75	0	0
NM_000548.5	6415	6163.75	3.02716	0.0285309
NM_000549.5	528	281.257	0	0
NM_000550.3	2896	2644.75	13.6388	0.299584
NM_000551.4	4414	4162.75	993.639	13.8667
NM_000552.5	8830	8578.75	0	0
NM_000553.6	7575	7323.75	2293.48	18.1923
NM_000554.6	4366	4114.75	5.07297	0.0716218
NM_000555.3	9433	9181.75	0	0
NM_000557.5	2368	2116.75	1	0.0274446
NM_000558.5	577	328.562	14	2.47535
NM_000559.3	587	338.37	0	0
NM_000560.4	1505	1253.75	0	0
NM_000561.4	1164	912.747	0	0
NM_000562.3	2367	2115.75	0	0
NM_000564.5	5808	5556.75	0	0
NM_000565.4	5764	5512.75	276.625	2.91508
NM_000566.4	1333	1081.75	0	0
NM_000567.3	2015	1763.75	0	0
NM_000569.8	2100	1848.75	0	0
NM_000570.5	2143	1891.75	0	0
NM_000572.3	1630	1378.75	0	0
NM_000574.5	2590	2338.75	3540.58	87.9461
NM_000575.5	2017	1765.75	16	0.526402
NM_000576.3	1507	1255.75	3	0.138786
NM_000577.5	1671	1419.75	0	0
NM_000578.4	3608	3356.75	0	0
NM_000579.4	3661	3409.75	0	0
NM_000581.4	899	647.784	2129.22	190.948
NM_000582.3	1519	1267.75	0	0
NM_000583.4	1685	1433.75	0	0
NM_000584.4	1642	1390.75	3	0.125314
NM_000585.5	2015	1763.75	9.09648	0.299615
NM_000586.4	1029	777.747	0	0
NM_000587.4	5716	5464.75	5	0.0531528
NM_000588.4	924	672.766	1	0.0863499
NM_000589.4	615	365.638	0	0
NM_000590.2	605	355.905	0	0
NM_000591.4	1356	1104.75	0	0
NM_000593.6	2685	2433.75	380.425	9.08072
NM_000594.4	1678	1426.75	9	0.366456
NM_000595.4	1416	1164.75	0	0
NM_000596.4	1514	1262.75	0	0
NM_000597.3	1414	1162.75	339.929	16.9836
NM_000598.5	2613	2361.75	10	0.245976
NM_000599.4	6239	5987.75	197.809	1.91915
NM_000600.5	1127	875.747	1.45963	0.0968253
NM_000601.6	5834	5582.75	0.0250747	0.000260924
NM_000602.5	3156	2904.75	0	0
NM_000603.5	4366	4114.75	35	0.494141
NM_000605.4	1144	892.747	0	0
NM_000606.3	881	629.801	0	0
NM_000607.4	764	513.013	0	0
NM_000608.4	759	508.041	0	0
NM_000609.7	3537	3285.75	16.028	0.283382
NM_000610.4	5431	5179.75	0	0
NM_000611.6	7563	7311.75	1817.28	14.4387
NM_000612.6	5580	5328.75	69.4875	0.757543
NM_000613.3	1575	1323.75	25	1.09714
NM_000614.4	1902	1650.75	0	0
NM_000615.7	5789	5537.75	3196.84	33.5362
NM_000616.5	3049	2797.75	0	0
NM_000617.3	4132	3880.75	360.499	5.39653
NM_000618.5	7277	7025.75	0	0
NM_000619.3	1211	959.747	0	0
NM_000620.5	12007	11755.7	0	0
NM_000621.5	5415	5163.75	0	0
NM_000623.4	3991	3739.75	0	0
NM_000624.6	2278	2026.75	0	0
NM_000625.4	4206	3954.75	45	0.661028
NM_000626.4	1246	994.747	0.984972	0.0575224
NM_000627.4	5294	5042.75	2.81533e-05	3.24331e-07
NM_000628.5	1941	1689.75	161.889	5.56572
NM_000629.3	6075	5823.75	922.492	9.20208
NM_000631.5	1378	1126.75	0	0
NM_000632.4	4719	4467.75	0	0
NM_000633.3	6881	6629.75	146.181	1.28091
NM_000634.3	2459	2207.75	0	0
NM_000635.4	3959	3707.75	58.3227	0.913805
NM_000636.4	14167	13915.7	2253.41	9.4072
NM_000637.5	3034	2782.75	1819.49	37.9841
NM_000638.4	1626	1374.75	12	0.507089
NM_000639.3	1805	1553.75	0	0
NM_000640.3	1338	1086.75	0	0
NM_000641.4	2378	2126.75	195.413	5.3378
NM_000642.3	7091	6839.75	875.964	7.43999
NM_000643.2	7169	6917.75	0	0
NM_000644.2	7109	6857.75	0	0
NM_000646.2	7182	6930.75	17.3958	0.145811
NM_000651.6	9937	9685.75	15.2382	0.0913961
NM_000655.5	2358	2106.75	10	0.275749
NM_000657.3	1595	1343.75	14.9816	0.647691
NM_000660.7	2780	2528.75	595	13.669
NM_000661.5	724	473.281	31718.3	3893.29
