target_id	length	eff_length	est_counts	tpm
NM_000123.4	3888	3657.31	2191.9	27.9791
NM_000124.4	9001	8770.31	106.338	0.566044
NM_000125.4	6327	6096.31	0	0
NM_000126.4	2289	2058.31	2976.02	67.4996
NM_000127.3	8243	8012.31	1077.35	6.27733
NM_000128.4	3053	2822.31	0	0
NM_000129.4	3828	3597.31	0	0
NM_000130.5	9132	8901.31	17.0051	0.0891868
NM_000131.4	3144	2913.31	0	0
NM_000132.4	9032	8801.31	23.3202	0.123698
NM_000133.4	2800	2569.31	0	0
NM_000134.4	2226	1995.31	13.2289	0.30952
NM_000135.4	5452	5221.31	903.428	8.07775
NM_000136.3	4592	4361.31	168.281	1.80133
NM_000137.4	1456	1225.31	300.556	11.4513
NM_000138.5	11609	11378.3	464.46	1.90567
NM_000139.5	3648	3417.31	0	0
NM_000140.5	7689	7458.31	548.707	3.4346
NM_000141.5	4624	4393.31	280.704	2.98286
NM_000142.5	4301	4070.31	160.644	1.84252
NM_000143.4	1791	1560.31	1450	43.3843
NM_000144.5	6978	6747.31	292.524	2.02398
NM_000145.4	2762	2531.31	0	0
NM_000146.4	871	640.351	2951	215.143
NM_000147.5	2043	1812.31	192.83	4.96727
NM_000148.4	4214	3983.31	1380.59	16.1807
NM_000149.4	2565	2334.31	0	0
NM_000150.4	3326	3095.31	0	0
NM_000151.4	4164	3933.31	0	0
NM_000152.5	3751	3520.31	663.226	8.79542
NM_000153.4	3794	3563.31	0	0
NM_000154.2	1397	1166.31	390.743	15.6406
NM_000155.4	1756	1525.31	219.151	6.70749
NM_000156.6	1110	879.313	176.532	9.37252
NM_000157.4	2291	2060.31	217.869	4.93672
NM_000158.4	2941	2710.31	688.55	11.8602
NM_000159.4	1852	1621.31	365.187	10.5154
NM_000160.5	2030	1799.31	0	0
NM_000161.3	2916	2685.31	522.958	9.09178
NM_000162.5	2745	2514.31	0	0
NM_000163.5	4899	4668.31	20.0739	0.200747
NM_000164.4	3310	3079.31	0	0
NM_000165.5	3083	2852.31	1826	29.8868
NM_000166.6	1937	1706.31	0	0
NM_000167.6	4410	4179.31	48.2361	0.53882
NM_000168.6	8405	8174.31	51.7039	0.29529
NM_000169.3	1318	1087.31	1064.05	45.6861
NM_000170.3	3843	3612.31	556	7.18565
NM_000171.4	1812	1581.31	0	0
NM_000172.4	2465	2234.31	27.139	0.567057
NM_000173.7	2514	2283.31	31	0.63383
NM_000174.5	877	646.351	0	0
NM_000175.5	4125	3894.31	3033.31	36.3632
NM_000176.3	6778	6547.31	4.22284	0.0301105
NM_000177.5	2619	2388.31	429.27	8.39104
NM_000178.4	1909	1678.31	2720.1	75.6639
NM_000179.3	4265	4034.31	838.104	9.69851
NM_000180.4	3680	3449.31	0	0
NM_000181.4	2199	1968.31	0.00164187	3.89423e-05
NM_000182.5	2943	2712.31	7840.98	134.961
NM_000183.3	1997	1766.31	1640.11	43.3491
NM_000184.3	586	357.221	0	0
NM_000185.4	2203	1972.31	2	0.0473403
NM_000186.4	3962	3731.31	8	0.100093
NM_000187.4	1674	1443.31	0	0
NM_000188.3	3602	3371.31	3832.98	53.078
NM_000189.5	5626	5395.31	379.743	3.28587
NM_000190.4	1505	1274.31	732.417	26.8324
NM_000191.3	1570	1339.31	787	27.4327
NM_000192.3	3921	3690.31	0	0
NM_000193.4	4650	4419.31	32.083	0.33892
NM_000194.3	1395	1164.31	5788	232.079
NM_000195.5	3703	3472.31	0	0
NM_000196.4	1896	1665.31	0	0
NM_000197.2	1159	928.313	0	0
NM_000198.4	1675	1444.31	0	0
NM_000199.5	2705	2474.31	0	0
NM_000200.3	532	304.694	0	0
NM_000201.3	2967	2736.31	11	0.187674
NM_000202.8	7580	7349.31	991.575	6.29876
NM_000203.5	2174	1943.31	34.5009	0.828828
NM_000204.5	1978	1747.31	70.7884	1.89133
NM_000206.3	1480	1249.31	0	0
NM_000207.3	465	241.543	0	0
NM_000208.4	9463	9232.31	185.475	0.937888
NM_000209.4	2603	2372.31	163	3.20769
NM_000210.4	5816	5585.31	430.201	3.59584
NM_000211.5	2807	2576.31	0	0
NM_000212.3	5941	5710.31	16.2326	0.13271
NM_000213.5	5896	5665.31	0	0
NM_000214.3	5940	5709.31	210	1.71716
NM_000215.4	5386	5155.31	0	0
NM_000216.4	6265	6034.31	343.307	2.65602
NM_000217.3	7985	7754.31	13	0.0782666
NM_000218.3	3224	2993.31	48	0.748627
NM_000219.6	3505	3274.31	0	0
NM_000220.6	2333	2102.31	18	0.399716
NM_000221.3	2397	2166.31	313.102	6.74747
NM_000222.3	5147	4916.31	4.66257	0.0442754
NM_000223.4	1880	1649.31	8	0.226445
NM_000224.3	1413	1182.31	1885.53	74.4523
NM_000226.4	2296	2065.31	0	0
NM_000227.6	5618	5387.31	273.119	2.36677
NM_000228.3	4014	3783.31	900.805	11.1157
NM_000229.2	1496	1265.31	110.531	4.07813
NM_000230.3	3427	3196.31	0.407364	0.0059499
NM_000231.3	1594	1363.31	0	0
NM_000232.5	4248	4017.31	1282.18	14.9002
NM_000233.4	3076	2845.31	0	0
NM_000234.3	3125	2894.31	672.493	10.8472
NM_000235.4	2496	2265.31	1663.35	34.2792
NM_000236.3	2559	2328.31	12	0.240611
NM_000237.3	3565	3334.31	164	2.29622
NM_000238.4	4292	4061.31	0	0
NM_000239.3	1490	1259.31	0	0
NM_000240.4	3931	3700.31	476.186	6.00779
NM_000242.3	3521	3290.31	0	0
NM_000243.3	3506	3275.31	13.6517	0.194586
NM_000244.4	2746	2515.31	0	0
NM_000245.4	6822	6591.31	152.021	1.07673
NM_000246.4	16061	15830.3	0	0
NM_000247.3	1366	1135.31	0	0
NM_000248.4	4475	4244.31	0	0
NM_000249.4	2494	2263.31	917.253	18.92
NM_000250.2	3216	2985.31	0	0
NM_000251.3	3115	2884.31	1839.52	29.7741
NM_000252.3	3412	3181.31	349.555	5.12963
NM_000253.4	4043	3812.31	30.9903	0.379501
NM_000254.3	10547	10316.3	4.8745e-08	2.20588e-10
NM_000255.4	3811	3580.31	761.963	9.93549
NM_000256.3	4217	3986.31	0	0
NM_000257.4	6027	5796.31	3.01217e-06	2.42608e-08
NM_000258.3	885	654.351	0	0
NM_000259.3	12238	12007.3	359.019	1.39588
NM_000260.4	7483	7252.31	0	0
NM_000261.2	2100	1869.31	0	0
NM_000262.3	3696	3465.31	417	5.61785
NM_000263.4	2475	2244.31	188.694	3.9251
NM_000264.5	8662	8431.31	0	0
NM_000265.7	1349	1118.31	0	0
NM_000266.4	1719	1488.31	0	0
NM_000267.3	12381	12150.3	822.883	3.16175
NM_000268.4	5950	5719.31	0.644674	0.00526227
NM_000269.3	890	659.351	8364.83	592.266
NM_000270.4	1477	1246.31	2221	83.1951
NM_000271.5	4760	4529.31	1027.39	10.5896
NM_000272.5	2690	2459.31	0	0
NM_000273.3	1645	1414.31	0	0
NM_000274.4	2039	1808.31	954.653	24.6461
NM_000275.3	3143	2912.31	0	0
NM_000276.4	5173	4942.31	1.08401e-07	1.02395e-09
NM_000277.3	3759	3528.31	0	0
NM_000278.5	4189	3958.31	0	0
NM_000280.6	2701	2470.31	103.217	1.95063
NM_000281.4	787	556.499	418.324	35.0934
NM_000282.4	2484	2253.31	188.58	3.90707
NM_000283.4	3294	3063.31	0	0
NM_000284.4	3349	3118.31	6254.75	93.6412
NM_000285.4	1907	1676.31	615	17.1276
NM_000286.3	2617	2386.31	158	3.09105
NM_000287.4	3444	3213.31	486.739	7.07164
NM_000288.4	1454	1223.31	146.506	5.59107
NM_000289.6	3090	2859.31	736.083	12.0183
NM_000290.4	837	606.436	2.27654	0.175253
NM_000291.4	4812	4581.31	3178.03	32.3851
NM_000292.3	5077	4846.31	56.8442	0.547584
NM_000293.3	5459	5228.31	275.521	2.4602
NM_000294.3	5384	5153.31	181.695	1.64601
NM_000295.5	3006	2775.31	0	0
NM_000296.4	14137	13906.3	174.104	0.584486
NM_000297.4	5089	4858.31	555.166	5.33474
NM_000298.6	3047	2816.31	0	0
NM_000299.4	5389	5158.31	0	0
NM_000300.4	991	760.313	0	0
NM_000301.5	3530	3299.31	1	0.0141499
NM_000302.4	2976	2745.31	2255.23	38.3508
NM_000303.3	2285	2054.31	523	11.8853
NM_000304.4	1828	1597.31	0	0
NM_000305.3	1610	1379.31	535	18.1079
NM_000306.4	1488	1257.31	0	0
NM_000307.5	3838	3607.31	0	0
NM_000308.4	1858	1627.31	473.932	13.5963
NM_000309.5	1672	1441.31	48.8227	1.58139
NM_000310.4	2284	2053.31	3780.1	85.9458
NM_000311.5	2435	2204.31	1017.3	21.5452
NM_000312.4	1769	1538.31	0	0
NM_000313.4	3372	3141.31	1047	15.5601
NM_000314.8	8515	8284.31	0	0
NM_000315.4	791	560.499	32	2.66533
NM_000316.3	2153	1922.31	0	0
NM_000317.3	872	641.351	544	39.5986
NM_000318.3	4169	3938.31	0	0
NM_000319.5	3213	2982.31	0	0
NM_000320.3	1507	1276.31	337.378	12.3406
NM_000321.3	4768	4537.31	1082.36	11.1365
NM_000322.5	3001	2770.31	12	0.202222
NM_000324.3	1895	1664.31	0	0
NM_000325.6	2294	2063.31	147.258	3.33189
NM_000326.5	1638	1407.31	0	0
NM_000327.4	1358	1127.31	37	1.53226
NM_000328.3	3053	2822.31	348.32	5.76169
NM_000329.3	2605	2374.31	0	0
NM_000330.4	3031	2800.31	0	0
NM_000331.6	665	435.136	0	0
NM_000332.4	10606	10375.3	2.48248e-07	1.11702e-09
NM_000333.4	7250	7019.31	192.601	1.28097
NM_000334.4	7805	7574.31	256	1.57788
NM_000335.5	8516	8285.31	40.973	0.230869
NM_000336.3	2560	2329.31	0	0
NM_000337.6	9383	9152.31	0	0
NM_000338.3	4708	4477.31	0	0
NM_000339.3	5567	5336.31	0.00217755	1.90504e-05
NM_000340.2	3181	2950.31	0	0
NM_000341.4	2969	2738.31	21.3081	0.363277
NM_000342.4	4954	4723.31	0	0
NM_000343.4	4832	4601.31	0	0
NM_000344.4	1482	1251.31	1954.36	72.9146
NM_000345.4	3177	2946.31	149.907	2.3753
NM_000346.4	3931	3700.31	135	1.70322
NM_000348.4	4519	4288.31	1.26696	0.0137928
NM_000349.3	2565	2334.31	7.2409	0.144814
NM_000350.3	7328	7097.31	0	0
NM_000351.7	6352	6121.31	0	0
NM_000352.6	4921	4690.31	0	0
NM_000353.3	3945	3714.31	14	0.175965
NM_000354.6	2360	2129.31	0	0
NM_000355.4	2192	1961.31	0	0
NM_000356.4	4792	4561.31	65.9741	0.675243
NM_000358.3	2712	2481.31	6	0.112888
NM_000359.3	2744	2513.31	48	0.891602
NM_000360.4	1827	1596.31	0	0
NM_000361.3	4040	3809.31	0	0
NM_000362.5	4597	4366.31	1737	18.5721
NM_000363.5	843	612.436	324	24.6979
NM_000364.4	1156	925.313	0	0
NM_000365.6	1351	1120.31	19776.9	824.128
NM_000366.6	1265	1034.31	0	0
NM_000367.5	3184	2953.31	54.6366	0.863675
NM_000368.5	8598	8367.31	0.00583204	3.25395e-05
NM_000369.5	4308	4077.31	0	0
NM_000370.3	2633	2402.31	0	0
NM_000371.4	616	386.799	0	0
NM_000372.5	2062	1831.31	0	0
NM_000373.4	6652	6421.31	0	0
NM_000374.5	1193	962.313	2898.62	140.621
NM_000375.3	1336	1105.31	290.626	12.2751
NM_000376.3	4616	4385.31	27.0699	0.288179
NM_000377.3	1829	1598.31	14.4564	0.422255
NM_000378.6	2971	2740.31	35.2837	0.601105
NM_000379.4	5715	5484.31	56.8589	0.484008
NM_000380.4	1400	1169.31	685.173	27.3556
NM_000381.4	6168	5937.31	649.119	5.10401
NM_000382.3	3703	3472.31	648.666	8.72124
NM_000383.4	2690	2459.31	1.33102	0.0252667
NM_000384.3	14121	13890.3	0	0
NM_000386.4	2307	2076.31	2925	65.7672
NM_000387.6	1778	1547.31	712	21.4822
NM_000388.4	10062	9831.31	0	0
NM_000389.5	2117	1886.31	1787.6	44.2418
NM_000390.4	5438	5207.31	369.038	3.30852
NM_000391.4	3492	3261.31	946	13.5418
NM_000392.5	5806	5575.31	0	0
NM_000393.5	6829	6598.31	315.061	2.22914
NM_000394.4	1139	908.313	0	0
NM_000395.3	4853	4622.31	0	0
NM_000396.4	1629	1398.31	56	1.86965
NM_000397.4	4276	4045.31	0.000119689	1.38127e-06
NM_000398.7	2916	2685.31	2434.08	42.3172
NM_000399.5	2979	2748.31	0	0
NM_000400.4	4108	3877.31	832.615	10.0251
NM_000401.3	3469	3238.31	950.768	13.7067
NM_000402.4	2406	2175.31	308.386	6.61834
NM_000403.4	1665	1434.31	0	0
NM_000404.4	2523	2292.31	678.442	13.8171
NM_000405.5	3603	3372.31	265	3.66855
NM_000406.3	4402	4171.31	3	0.0335757
NM_000407.5	959	728.313	85.0657	5.45271
NM_000408.5	5812	5581.31	186.644	1.56118
NM_000409.5	1904	1673.31	0	0
NM_000410.4	5176	4945.31	0	0
NM_000411.8	8247	8016.31	0	0
NM_000412.5	1947	1716.31	0	0
NM_000413.4	1274	1043.31	45.7812	2.04856
NM_000414.4	2628	2397.31	3712.46	72.2959
NM_000415.3	1942	1711.31	0	0
NM_000416.3	2074	1843.31	1553.37	39.3417
NM_000417.3	3218	2987.31	0	0
NM_000418.4	3624	3393.31	70.0504	0.963747
NM_000419.5	3479	3248.31	95.2217	1.36853
NM_000420.3	2494	2263.31	0	0
NM_000421.5	2143	1912.31	2812.84	68.6694
NM_000422.3	1517	1286.31	1685	61.1545
NM_000423.3	2450	2219.31	0	0
NM_000424.4	2238	2007.31	0	0
NM_000425.5	5099	4868.31	0	0
NM_000426.4	9696	9465.31	0.547262	0.00269921
NM_000427.3	1245	1014.31	0	0
NM_000428.3	8460	8229.31	181	1.02681
NM_000429.3	3384	3153.31	4	0.0592201
NM_000430.4	5589	5358.31	2941.6	25.6291
NM_000431.4	2833	2602.31	89.3985	1.60379
NM_000432.4	783	552.514	0	0
NM_000433.4	2267	2036.31	0	0
NM_000434.4	3353	3122.31	490.95	7.3407
NM_000435.3	8680	8449.31	107.162	0.592101
NM_000436.4	3294	3063.31	647.881	9.87371
NM_000437.4	3487	3256.31	52.7474	0.756226
NM_000438.6	1501	1270.31	9.3177	0.342432
NM_000439.5	5136	4905.31	0	0
NM_000440.3	5645	5414.31	0	0
NM_000441.2	4737	4506.31	24.5184	0.254008
NM_000442.5	6813	6582.31	0	0
NM_000443.4	4293	4062.31	0	0
NM_000444.6	6288	6057.31	0	0
NM_000445.5	14798	14567.3	6.89908e-05	2.211e-07
NM_000446.7	2393	2162.31	2	0.0431805
NM_000447.3	2249	2018.31	187.065	4.32693
NM_000448.3	6588	6357.31	40	0.29374
NM_000449.4	3577	3346.31	622.392	8.68308
NM_000450.2	3875	3644.31	6	0.0768621
NM_000451.4	7934	7703.31	15.5139	0.0940197
NM_000452.3	3350	3119.31	0	0
NM_000453.3	3604	3373.31	0	0
NM_000454.5	895	664.351	8926.72	627.293
NM_000455.5	3293	3062.31	3234.71	49.3131
NM_000456.3	2445	2214.31	19.9941	0.42154
NM_000457.6	4739	4508.31	0	0
NM_000458.4	2790	2559.31	0	0
NM_000459.5	4683	4452.31	0	0
NM_000460.4	1918	1687.31	0	0
NM_000461.5	7430	7199.31	0	0
NM_000462.5	5319	5088.31	741.586	6.804
NM_000463.3	2361	2130.31	0	0
NM_000465.4	5478	5247.31	675.484	6.00972
NM_000466.3	4369	4138.31	54.1157	0.610487
NM_000474.4	1630	1399.31	541	18.0492
NM_000475.5	1813	1582.31	0	0
NM_000476.3	2192	1961.31	2160.83	51.4341
NM_000477.7	2285	2054.31	30	0.681759
NM_000478.6	2536	2305.31	0	0
NM_000479.5	1809	1578.31	431	12.7485
NM_000480.3	4357	4126.31	0	0
NM_000481.4	1997	1766.31	336.441	8.89236
NM_000482.4	1471	1240.31	0	0
NM_000483.5	660	430.183	4.14597	0.449935
NM_000484.4	3583	3352.31	4558.15	63.4776
NM_000485.3	931	700.333	819.709	54.6426
NM_000486.6	4180	3949.31	2	0.023642
NM_000487.6	4294	4063.31	112.091	1.28786
NM_000488.4	1552	1321.31	0	0
NM_000489.6	11165	10934.3	0	0
NM_000490.5	619	389.788	0	0
NM_000491.5	1098	867.313	0	0
NM_000492.4	6070	5839.31	0	0
NM_000493.4	3302	3071.31	0.177285	0.00269478
NM_000494.4	5612	5381.31	11	0.0954291
NM_000495.5	6513	6282.31	820.995	6.10095
NM_000496.3	769	538.529	0	0
NM_000497.4	3540	3309.31	0	0
NM_000498.3	2936	2705.31	0	0
NM_000499.5	2600	2369.31	0	0
NM_000500.9	2006	1775.31	0	0
NM_000501.4	3397	3166.31	0	0
NM_000502.6	2719	2488.31	56	1.05065
NM_000503.6	4163	3932.31	0	0
NM_000504.4	1536	1305.31	28.9847	1.03664
NM_000505.4	2036	1805.31	0	0
NM_000506.5	1990	1759.31	0	0
NM_000507.4	1473	1242.31	0	0
NM_000508.5	3654	3423.31	0	0
NM_000509.6	1565	1334.31	9	0.314892
NM_000510.4	1855	1624.31	0	0
NM_000511.6	3116	2885.31	0.176139	0.00284996
NM_000512.5	2344	2113.31	80.6818	1.78233
NM_000513.2	1998	1767.31	0	0
NM_000514.4	4171	3940.31	0	0
NM_000515.5	823	592.453	0	0
NM_000516.7	1854	1623.31	7058.55	202.997
NM_000517.6	576	347.412	0	0
NM_000518.5	628	398.575	0	0
NM_000519.4	620	390.767	990	118.275
NM_000520.6	4785	4554.31	942.529	9.66158
NM_000521.4	1812	1581.31	2007	59.2524
NM_000522.5	5015	4784.31	258	2.51754
NM_000523.4	2416	2185.31	655.166	13.9963
NM_000524.4	4572	4341.31	0	0
NM_000525.4	3412	3181.31	86.5559	1.27018
NM_000526.5	1636	1405.31	0	0
NM_000527.5	5173	4942.31	345.146	3.26023
NM_000528.4	3185	2954.31	1125.51	17.7857
NM_000529.2	3652	3421.31	87.8014	1.19808
NM_000530.8	1951	1720.31	24	0.651299
NM_000531.6	1522	1291.31	0	0
NM_000532.5	1799	1568.31	923.801	27.4993
NM_000533.5	3011	2780.31	0	0
NM_000534.5	3156	2925.31	630.744	10.066
NM_000535.7	5093	4862.31	116.843	1.12186
NM_000536.4	2388	2157.31	0	0
NM_000537.4	1462	1231.31	0	0
NM_000538.4	2306	2075.31	548	12.3275
NM_000539.3	2768	2537.31	0	0
NM_000540.3	15400	15169.3	1.26742	0.0039006
NM_000541.5	1596	1365.31	0	0
NM_000542.5	3550	3319.31	0	0
NM_000543.5	2410	2179.31	140.941	3.01922
NM_000544.3	5679	5448.31	1174.62	10.065
NM_000545.8	3442	3211.31	0	0
NM_000546.6	2512	2281.31	344.736	7.05469
NM_000547.6	4090	3859.31	0	0
NM_000548.5	6415	6184.31	11.0449	0.0833768
NM_000549.5	528	300.876	0	0
NM_000550.3	2896	2665.31	0	0
NM_000551.4	4414	4183.31	1174.74	13.1099
NM_000552.5	8830	8599.31	0	0
NM_000553.6	7575	7344.31	2097.88	13.3354
NM_000554.6	4366	4135.31	8.33418	0.0940873
NM_000555.3	9433	9202.31	0	0
NM_000557.5	2368	2137.31	3	0.0655284
NM_000558.5	577	348.383	12	1.60805
NM_000559.3	587	358.201	0	0
NM_000560.4	1505	1274.31	0	0
NM_000561.4	1164	933.313	0	0
NM_000562.3	2367	2136.31	0	0
NM_000564.5	5808	5577.31	0	0
NM_000565.4	5764	5533.31	30.7827	0.259716
NM_000566.4	1333	1102.31	0	0
NM_000567.3	2015	1784.31	0	0
NM_000569.8	2100	1869.31	0	0
NM_000570.5	2143	1912.31	0	0
NM_000572.3	1630	1399.31	0	0
NM_000574.5	2590	2359.31	4030.61	79.7556
NM_000575.5	2017	1786.31	2	0.0522696
NM_000576.3	1507	1276.31	0	0
NM_000577.5	1671	1440.31	0	0
NM_000578.4	3608	3377.31	0	0
NM_000579.4	3661	3430.31	0	0
NM_000581.4	899	668.351	2786.91	194.668
NM_000582.3	1519	1288.31	0	0
NM_000583.4	1685	1454.31	0	0
NM_000584.4	1642	1411.31	3	0.0992372
NM_000585.5	2015	1784.31	0	0
NM_000586.4	1029	798.313	0	0
NM_000587.4	5716	5485.31	1	0.00851089
NM_000588.4	924	693.351	0	0
NM_000589.4	615	385.799	0	0
NM_000590.2	605	375.934	0	0
NM_000591.4	1356	1125.31	0	0
NM_000593.6	2685	2454.31	285.271	5.4263
NM_000594.4	1678	1447.31	0	0
NM_000595.4	1416	1185.31	0	0
NM_000596.4	1514	1283.31	0	0
NM_000597.3	1414	1183.31	713.729	28.1585
NM_000598.5	2613	2382.31	2.29727	0.0450184
NM_000599.4	6239	6008.31	231	1.79488
NM_000600.5	1127	896.313	0	0
NM_000601.6	5834	5603.31	0	0
NM_000602.5	3156	2925.31	0	0
NM_000603.5	4366	4135.31	21	0.237076
NM_000605.4	1144	913.313	0	0
NM_000606.3	881	650.351	2.55306	0.183269
NM_000607.4	764	533.529	0	0
NM_000608.4	759	528.572	0	0
NM_000609.7	3537	3306.31	14	0.197679
NM_000610.4	5431	5200.31	0	0
NM_000611.6	7563	7332.31	1783.84	11.3577
NM_000612.6	5580	5349.31	9.96454	0.0869632
NM_000613.3	1575	1344.31	21	0.729282
NM_000614.4	1902	1671.31	0	0
NM_000615.7	5789	5558.31	3403.79	28.5888
NM_000616.5	3049	2818.31	0	0
NM_000617.3	4132	3901.31	44.6639	0.534468
NM_000618.5	7277	7046.31	0	0
NM_000619.3	1211	980.313	0	0
NM_000620.5	12007	11776.3	0	0
NM_000621.5	5415	5184.31	0	0
NM_000623.4	3991	3760.31	63.666	0.790423
NM_000624.6	2278	2047.31	0	0
NM_000625.4	4206	3975.31	44	0.516723
NM_000626.4	1246	1015.31	6.41984	0.295189
NM_000627.4	5294	5063.31	3.70032e-06	3.41178e-08
NM_000628.5	1941	1710.31	209.683	5.72354
NM_000629.3	6075	5844.31	836.516	6.68217
NM_000631.5	1378	1147.31	0	0
NM_000632.4	4719	4488.31	0	0
NM_000633.3	6881	6650.31	177.526	1.24622
NM_000634.3	2459	2228.31	3	0.0628523
NM_000635.4	3959	3728.31	97.6438	1.22267
NM_000636.4	14167	13936.3	861.242	2.88505
NM_000637.5	3034	2803.31	1943.24	32.3616
NM_000638.4	1626	1395.31	0	0
NM_000639.3	1805	1574.31	0	0
NM_000640.3	1338	1107.31	6	0.252963
NM_000641.4	2378	2147.31	74.4733	1.61913
NM_000642.3	7091	6860.31	78.86	0.536647
NM_000643.2	7169	6938.31	0	0
NM_000644.2	7109	6878.31	0	0
NM_000646.2	7182	6951.31	26.2326	0.176178
NM_000651.6	9937	9706.31	11.1422	0.0535912
NM_000655.5	2358	2127.31	6	0.131673
NM_000657.3	1595	1364.31	1.92403	0.0658376
NM_000660.7	2780	2549.31	541.775	9.92138
NM_000661.5	724	493.711	43660.4	4128.49
NM_000662.8	1799	1568.31	27.8836	0.830027
NM_000663.5	4970	4739.31	0	0
NM_000665.5	2172	1941.31	0	0
