target_id	length	eff_length	est_counts	tpm
NM_000339.3	5567	5344.81	0.000682965	6.19643e-06
NM_000340.2	3181	2958.81	0	0
NM_000341.4	2969	2746.81	6.76399	0.119412
NM_000342.4	4954	4731.81	0	0
NM_000343.4	4832	4609.81	0	0
NM_000344.4	1482	1259.81	2094.33	80.615
NM_000345.4	3177	2954.81	47.8176	0.784755
NM_000346.4	3931	3708.81	221	2.88957
NM_000348.4	4519	4296.81	0	0
NM_000349.3	2565	2342.81	13.4798	0.279011
NM_000350.3	7328	7105.81	0	0
NM_000351.7	6352	6129.81	0	0
NM_000352.6	4921	4698.81	62.2113	0.642032
NM_000353.3	3945	3722.81	11.0075	0.143382
NM_000354.6	2360	2137.81	0	0
NM_000355.4	2192	1969.81	0	0
NM_000356.4	4792	4569.81	209.616	2.22434
NM_000358.3	2712	2489.81	2	0.0389528
NM_000359.3	2744	2521.81	55	1.05761
NM_000360.4	1827	1604.81	0	0
NM_000361.3	4040	3817.81	1	0.0127017
NM_000362.5	4597	4374.81	2081	23.0669
NM_000363.5	843	620.835	247	19.2928
NM_000364.4	1156	933.811	0	0
NM_000365.6	1351	1128.81	19721.4	847.213
NM_000366.6	1265	1042.81	0	0
NM_000367.5	3184	2961.81	138.396	2.2659
NM_000368.5	8598	8375.81	0.0193965	0.000112298
NM_000369.5	4308	4085.81	0	0
NM_000370.3	2633	2410.81	0	0
NM_000371.4	616	395.4	0	0
NM_000372.5	2062	1839.81	0	0
NM_000373.4	6652	6429.81	520.534	3.92578
NM_000374.5	1193	970.811	2505.59	125.156
NM_000375.3	1336	1113.81	130.235	5.67013
NM_000376.3	4616	4393.81	69.0255	0.761805
NM_000377.3	1829	1606.81	0	0
NM_000378.6	2971	2748.81	5.14948	0.0908435
NM_000379.4	5715	5492.81	26.2797	0.232007
NM_000380.4	1400	1177.81	622.851	25.6439
NM_000381.4	6168	5945.81	945.023	7.70739
NM_000382.3	3703	3480.81	831.912	11.5897
NM_000383.4	2690	2467.81	9.29416	0.182631
NM_000384.3	14121	13898.8	0	0
NM_000386.4	2307	2084.81	2868	66.7096
NM_000387.6	1778	1555.81	729	22.722
NM_000388.4	10062	9839.81	0	0
NM_000389.5	2117	1894.81	1568.55	40.1428
NM_000390.4	5438	5215.81	824.489	7.66547
NM_000391.4	3492	3269.81	1071	15.8834
NM_000392.5	5806	5583.81	0	0
NM_000393.5	6829	6606.81	507.039	3.72156
NM_000394.4	1139	916.811	0	0
NM_000395.3	4853	4630.81	0	0
NM_000396.4	1629	1406.81	60	2.06819
NM_000397.4	4276	4053.81	0.000117893	1.41026e-06
NM_000398.7	2916	2693.81	2522.14	45.4023
NM_000399.5	2979	2756.81	0	0
NM_000400.4	4108	3885.81	817.813	10.2058
NM_000401.3	3469	3246.81	1048.4	15.6583
NM_000402.4	2406	2183.81	198.866	4.41592
NM_000403.4	1665	1442.81	26.8631	0.902863
NM_000404.4	2523	2300.81	650.465	13.7094
NM_000405.5	3603	3380.81	417.488	5.98824
NM_000406.3	4402	4179.81	0	0
NM_000407.5	959	736.811	64.2288	4.22716
NM_000408.5	5812	5589.81	495.123	4.29528
NM_000409.5	1904	1681.81	0	0
NM_000410.4	5176	4953.81	0	0
NM_000411.8	8247	8024.81	278.536	1.68315
NM_000412.5	1947	1724.81	2	0.0562295
NM_000413.4	1274	1051.81	18.1028	0.834611
NM_000414.4	2628	2405.81	5039.07	101.57
NM_000415.3	1942	1719.81	0	0
NM_000416.3	2074	1851.81	1809.89	47.3947
NM_000417.3	3218	2995.81	0	0
NM_000418.4	3624	3401.81	11.3963	0.162454
NM_000419.5	3479	3256.81	98.0749	1.4603
NM_000420.3	2494	2271.81	0	0
NM_000421.5	2143	1920.81	2463.9	62.2034
NM_000422.3	1517	1294.81	1274.98	47.7501
NM_000423.3	2450	2227.81	0	0
NM_000424.4	2238	2015.81	0	0
NM_000425.5	5099	4876.81	7.34365	0.0730217
NM_000426.4	9696	9473.81	1.27417	0.00652196
NM_000427.3	1245	1022.81	0	0
NM_000428.3	8460	8237.81	266	1.56583
NM_000429.3	3384	3161.81	4	0.0613479
NM_000430.4	5589	5366.81	3972.1	35.8905
NM_000431.4	2833	2610.81	61.3848	1.14015
NM_000432.4	783	561.011	0	0
NM_000433.4	2267	2044.81	0	0
NM_000434.4	3353	3130.81	440.207	6.81829
NM_000435.3	8680	8457.81	599.463	3.43701
NM_000436.4	3294	3071.81	897.284	14.1648
NM_000437.4	3487	3264.81	162.57	2.41468
NM_000438.6	1501	1278.81	8.67138	0.32882
NM_000439.5	5136	4913.81	0	0
NM_000440.3	5645	5422.81	0	0
NM_000441.2	4737	4514.81	32.485	0.348914
NM_000442.5	6813	6590.81	0	0
NM_000443.4	4293	4070.81	177.792	2.11791
NM_000444.6	6288	6065.81	0	0
NM_000445.5	14798	14575.8	1050.01	3.4933
NM_000446.7	2393	2170.81	4	0.0893539
NM_000447.3	2249	2026.81	168.863	4.04015
NM_000448.3	6588	6365.81	0	0
NM_000449.4	3577	3354.81	692.404	10.0085
NM_000450.2	3875	3652.81	0	0
NM_000451.4	7934	7711.81	9.55635	0.0600912
NM_000452.3	3350	3127.81	4	0.0620148
NM_000453.3	3604	3381.81	0	0
NM_000454.5	895	672.811	8014.62	577.651
NM_000455.5	3293	3070.81	2161.7	34.1365
NM_000456.3	2445	2222.81	95.3335	2.07979
NM_000457.6	4739	4516.81	0	0
NM_000458.4	2790	2567.81	0	0
NM_000459.5	4683	4460.81	0	0
NM_000460.4	1918	1695.81	0	0
NM_000461.5	7430	7207.81	105.385	0.709005
NM_000462.5	5319	5096.81	1169.34	11.1255
NM_000463.3	2361	2138.81	0	0
NM_000465.4	5478	5255.81	1046.59	9.6563
NM_000466.3	4369	4146.81	949.78	11.1067
NM_000474.4	1630	1407.81	432	14.8804
NM_000475.5	1813	1590.81	0	0
NM_000476.3	2192	1969.81	1875.35	46.1671
NM_000477.7	2285	2062.81	47	1.10488
NM_000478.6	2536	2313.81	4.16154	0.087217
NM_000479.5	1809	1586.81	268	8.19002
NM_000480.3	4357	4134.81	0	0
NM_000481.4	1997	1774.81	591.692	16.1666
NM_000482.4	1471	1248.81	0	0
NM_000483.5	660	438.904	0	0
NM_000484.4	3583	3360.81	5258.27	75.8707
NM_000485.3	931	708.811	538.634	36.8501
NM_000486.6	4180	3957.81	0	0
NM_000487.6	4294	4071.81	133.77	1.59311
NM_000488.4	1552	1329.81	0	0
NM_000489.6	11165	10942.8	0.000470777	2.08623e-06
NM_000490.5	619	398.4	0	0
NM_000491.5	1098	875.811	0	0
NM_000492.4	6070	5847.81	1	0.00829244
NM_000493.4	3302	3079.81	0	0
NM_000494.4	5612	5389.81	9	0.0809738
NM_000495.5	6513	6290.81	977.247	7.53309
NM_000496.3	769	547.033	3.04723	0.270127
NM_000497.4	3540	3317.81	0	0
NM_000498.3	2936	2713.81	0	0
NM_000499.5	2600	2377.81	15.6417	0.318993
NM_000500.9	2006	1783.81	0	0
NM_000501.4	3397	3174.81	0	0
NM_000502.6	2719	2496.81	61	1.18473
NM_000503.6	4163	3940.81	0	0
NM_000504.4	1536	1313.81	25.6201	0.945636
NM_000505.4	2036	1813.81	18.2818	0.488767
NM_000506.5	1990	1767.81	2	0.0548618
NM_000507.4	1473	1250.81	0	0
NM_000508.5	3654	3431.81	0	0
NM_000509.6	1565	1342.81	1	0.0361128
NM_000510.4	1855	1632.81	0	0
NM_000511.6	3116	2893.81	58.6247	0.982395
NM_000512.5	2344	2121.81	75.7266	1.73068
NM_000513.2	1998	1775.81	0	0
NM_000514.4	4171	3948.81	11.1782	0.137272
NM_000515.5	823	600.835	4	0.322835
NM_000516.7	1854	1631.81	6730.79	200.019
NM_000517.6	576	356.186	4.00759	0.545609
NM_000518.5	628	407.231	1	0.119079
NM_000519.4	620	399.354	1779	216.02
NM_000520.6	4785	4562.81	855.267	9.0896
NM_000521.4	1812	1589.81	1926.55	58.7638
NM_000522.5	5015	4792.81	334	3.37934
NM_000523.4	2416	2193.81	740.919	16.3775
NM_000524.4	4572	4349.81	0	0
NM_000525.4	3412	3189.81	95.2645	1.44824
NM_000526.5	1636	1413.81	0	0
NM_000527.5	5173	4950.81	334.745	3.27879
NM_000528.4	3185	2962.81	1195.59	19.5683
NM_000529.2	3652	3429.81	43.6302	0.616869
NM_000530.8	1951	1728.81	32.1809	0.902664
NM_000531.6	1522	1299.81	0	0
NM_000532.5	1799	1576.81	962.742	29.6078
NM_000533.5	3011	2788.81	0	0
NM_000534.5	3156	2933.81	1214.11	20.0679
NM_000535.7	5093	4870.81	668.297	6.6534
NM_000536.4	2388	2165.81	0	0
NM_000537.4	1462	1239.81	1	0.0391129
NM_000538.4	2306	2083.81	825	19.1987
NM_000539.3	2768	2545.81	8	0.152384
NM_000540.3	15400	15177.8	3.38714	0.0108218
NM_000541.5	1596	1373.81	0	0
NM_000542.5	3550	3327.81	0	0
NM_000543.5	2410	2187.81	130.669	2.89626
NM_000544.3	5679	5456.81	1400.47	12.4455
NM_000545.8	3442	3219.81	0	0
NM_000546.6	2512	2289.81	415.446	8.79813
NM_000547.6	4090	3867.81	0	0
NM_000548.5	6415	6192.81	9.15747	0.0717073
NM_000549.5	528	309.942	0	0
NM_000550.3	2896	2673.81	4.72732	0.0857354
NM_000551.4	4414	4191.81	1111.73	12.8609
NM_000552.5	8830	8607.81	6	0.0338014
NM_000553.6	7575	7352.81	2864.9	18.8943
NM_000554.6	4366	4143.81	9.56571	0.111942
NM_000555.3	9433	9210.81	0	0
NM_000557.5	2368	2145.81	0	0
NM_000558.5	577	357.131	9.99241	1.35681
NM_000559.3	587	366.896	0	0
NM_000560.4	1505	1282.81	0	0
NM_000561.4	1164	941.811	0	0
NM_000562.3	2367	2144.81	0	0
NM_000564.5	5808	5585.81	0	0
NM_000565.4	5764	5541.81	193.77	1.69555
NM_000566.4	1333	1110.81	0	0
NM_000567.3	2015	1792.81	0	0
NM_000569.8	2100	1877.81	0	0
NM_000570.5	2143	1920.81	0	0
NM_000572.3	1630	1407.81	0	0
NM_000574.5	2590	2367.81	4625.48	94.7295
NM_000575.5	2017	1794.81	0	0
NM_000576.3	1507	1284.81	5	0.188715
NM_000577.5	1671	1448.81	0	0
NM_000578.4	3608	3385.81	0	0
NM_000579.4	3661	3438.81	0	0
NM_000581.4	899	676.811	2169.47	155.439
NM_000582.3	1519	1296.81	0	0
NM_000583.4	1685	1462.81	0	0
NM_000584.4	1642	1419.81	4	0.136617
NM_000585.5	2015	1792.81	4.82191	0.130425
NM_000586.4	1029	806.811	0	0
NM_000587.4	5716	5493.81	2.00596	0.0177061
NM_000588.4	924	701.811	1	0.0690964
NM_000589.4	615	394.46	0	0
NM_000590.2	605	384.594	0	0
NM_000591.4	1356	1133.81	0	0
NM_000593.6	2685	2462.81	327.232	6.44318
NM_000594.4	1678	1455.81	1	0.0333097
NM_000595.4	1416	1193.81	0	0
NM_000596.4	1514	1291.81	0	0
NM_000597.3	1414	1191.81	392.977	15.9895
NM_000598.5	2613	2390.81	1.99998	0.0405654
NM_000599.4	6239	6016.81	264.804	2.13419
NM_000600.5	1127	904.811	0	0
NM_000601.6	5834	5611.81	0.104049	0.000899102
NM_000602.5	3156	2933.81	0	0
NM_000603.5	4366	4143.81	32.94	0.385478
NM_000605.4	1144	921.811	0	0
NM_000606.3	881	658.811	10.0462	0.739467
NM_000607.4	764	542.116	0	0
NM_000608.4	759	537.116	0	0
NM_000609.7	3537	3314.81	23.4459	0.342991
NM_000610.4	5431	5208.81	0	0
NM_000611.6	7563	7340.81	2140.82	14.142
NM_000612.6	5580	5357.81	78	0.705964
NM_000613.3	1575	1352.81	48	1.7206
NM_000614.4	1902	1679.81	0	0
NM_000615.7	5789	5566.81	4815.38	41.9469
NM_000616.5	3049	2826.81	0	0
NM_000617.3	4132	3909.81	120.967	1.50033
NM_000618.5	7277	7054.81	0	0
NM_000619.3	1211	988.811	0	0
NM_000620.5	12007	11784.8	0	0
NM_000621.5	5415	5192.81	0	0
NM_000623.4	3991	3768.81	0	0
NM_000624.6	2278	2055.81	0	0
NM_000625.4	4206	3983.81	60	0.730345
NM_000626.4	1246	1023.81	1.22307	0.0579304
NM_000627.4	5294	5071.81	0.000118312	1.13121e-06
NM_000628.5	1941	1718.81	219.698	6.19831
NM_000629.3	6075	5852.81	1116.86	9.25356
NM_000631.5	1378	1155.81	0	0
NM_000632.4	4719	4496.81	0	0
NM_000633.3	6881	6658.81	101.052	0.735906
NM_000634.3	2459	2236.81	1.18973	0.0257925
NM_000635.4	3959	3736.81	156.31	2.02843
NM_000636.4	14167	13944.8	2339.7	8.13622
NM_000637.5	3034	2811.81	2308.66	39.8153
NM_000638.4	1626	1403.81	12	0.414523
NM_000639.3	1805	1582.81	0	0
NM_000640.3	1338	1115.81	4	0.173838
NM_000641.4	2378	2155.81	112.152	2.52274
NM_000642.3	7091	6868.81	935.627	6.60536
NM_000643.2	7169	6946.81	0	0
NM_000644.2	7109	6886.81	0	0
NM_000646.2	7182	6959.81	0	0
