target_id	length	eff_length	est_counts	tpm
NM_000099.4	793	549.669	434.291	39.7301
NM_000100.4	588	347.072	1165	168.79
NM_000101.4	692	449.176	788.086	88.2263
NM_000102.4	1750	1506.5	5	0.166894
NM_000103.4	4403	4159.5	1.92923e-05	2.33229e-07
NM_000104.4	5218	4974.5	85	0.85923
NM_000106.6	1588	1344.5	0	0
NM_000107.3	1815	1571.5	694.731	22.2301
NM_000108.5	3537	3293.5	4520.05	69.0121
NM_000109.4	13854	13610.5	0	0
NM_000110.4	4423	4179.5	243.193	2.92595
NM_000111.3	2882	2638.5	1	0.0190582
NM_000112.4	8054	7810.5	7.98045e-06	5.13794e-08
NM_000113.3	2080	1836.5	1191	32.6107
NM_000115.5	4274	4030.5	0	0
NM_000116.5	1906	1662.5	0	0
NM_000117.3	1281	1037.5	965	46.7711
NM_000118.4	3082	2838.5	0	0
NM_000119.3	2434	2190.5	0	0
NM_000120.4	1780	1536.5	0	0
NM_000121.4	2411	2167.5	181.475	4.21015
NM_000122.2	2718	2474.5	2007.14	40.7877
NM_000123.4	3888	3644.5	1790.12	24.6993
NM_000124.4	9001	8757.5	199.651	1.14639
NM_000125.4	6327	6083.5	0	0
NM_000126.4	2289	2045.5	3422.54	84.1374
NM_000127.3	8243	7999.5	1011.09	6.35575
NM_000128.4	3053	2809.5	0	0
NM_000129.4	3828	3584.5	0	0
NM_000130.5	9132	8888.5	35.1747	0.198995
NM_000131.4	3144	2900.5	0	0
NM_000132.4	9032	8788.5	42.4632	0.242962
NM_000133.4	2800	2556.5	0	0
NM_000134.4	2226	1982.5	12.2336	0.310299
NM_000135.4	5452	5208.5	776.9	7.50054
NM_000136.3	4592	4348.5	130.273	1.50645
NM_000137.4	1456	1212.5	269.273	11.1673
NM_000138.5	11609	11365.5	0.00036658	1.62189e-06
NM_000139.5	3648	3404.5	0	0
NM_000140.5	7689	7445.5	1000.46	6.75688
NM_000141.5	4624	4380.5	5.81154	0.0667125
NM_000142.5	4301	4057.5	0	0
NM_000143.4	1791	1547.5	1395	45.3297
NM_000144.5	6978	6734.5	391.548	2.92361
NM_000145.4	2762	2518.5	0	0
NM_000146.4	871	627.567	3075	246.392
NM_000147.5	2043	1799.5	294.438	8.22776
NM_000148.4	4214	3970.5	1198.11	15.1737
NM_000149.4	2565	2321.5	0	0
NM_000150.4	3326	3082.5	0	0
NM_000151.4	4164	3920.5	0	0
NM_000152.5	3751	3507.5	366.983	5.26123
NM_000153.4	3794	3550.5	0	0
NM_000154.2	1397	1153.5	342.643	14.937
NM_000155.4	1756	1512.5	119.561	3.97495
NM_000156.6	1110	866.504	207.738	12.0555
NM_000157.4	2291	2047.5	216.122	5.3078
NM_000158.4	2941	2697.5	922.905	17.2042
NM_000159.4	1852	1608.5	190.928	5.96882
NM_000160.5	2030	1786.5	0	0
NM_000161.3	2916	2672.5	596.796	11.2292
NM_000162.5	2745	2501.5	0	0
NM_000163.5	4899	4655.5	19.4112	0.209665
NM_000164.4	3310	3066.5	0	0
NM_000165.5	3083	2839.5	2023	35.8256
NM_000166.6	1937	1693.5	0	0
NM_000167.6	4410	4166.5	4.87517	0.0588381
NM_000168.6	8405	8161.5	145.03	0.893572
NM_000169.3	1318	1074.5	1139.94	53.3477
NM_000170.3	3843	3599.5	621	8.6754
NM_000171.4	1812	1568.5	0	0
NM_000172.4	2465	2221.5	36.9441	0.836254
NM_000173.7	2514	2270.5	37	0.819445
NM_000174.5	877	633.567	0	0
NM_000175.5	4125	3881.5	2672.54	34.6229
NM_000176.3	6778	6534.5	20.6741	0.159094
NM_000177.5	2619	2375.5	27.6883	0.586112
NM_000178.4	1909	1665.5	2550.07	76.9923
NM_000179.3	4265	4021.5	691.603	8.64786
NM_000180.4	3680	3436.5	0	0
NM_000181.4	2199	1955.5	0.0235426	0.000605392
NM_000182.5	2943	2699.5	8610.98	160.402
NM_000183.3	1997	1753.5	1837.3	52.6881
NM_000184.3	586	345.123	0	0
NM_000185.4	2203	1959.5	16	0.410596
NM_000186.4	3962	3718.5	1.01819	0.0137689
NM_000187.4	1674	1430.5	0	0
NM_000188.3	3602	3358.5	2489.78	37.2783
NM_000189.5	5626	5382.5	724.994	6.77315
NM_000190.4	1505	1261.5	443.123	17.6635
NM_000191.3	1570	1326.5	680.378	25.7918
NM_000192.3	3921	3677.5	0	0
NM_000193.4	4650	4406.5	29.4992	0.336632
NM_000194.3	1395	1151.5	6303	275.247
NM_000195.5	3703	3459.5	0	0
NM_000196.4	1896	1652.5	0	0
NM_000197.2	1159	915.504	0	0
NM_000198.4	1675	1431.5	2	0.0702551
NM_000199.5	2705	2461.5	0	0
NM_000200.3	532	293.688	0	0
NM_000201.3	2967	2723.5	8.02088	0.148093
NM_000202.8	7580	7336.5	1112.65	7.62624
NM_000203.5	2174	1930.5	1.96136	0.051089
NM_000204.5	1978	1734.5	23.4253	0.679125
NM_000206.3	1480	1236.5	0	0
NM_000207.3	465	231.527	0	0
NM_000208.4	9463	9219.5	41.1366	0.224368
NM_000209.4	2603	2359.5	134	2.85578
NM_000210.4	5816	5572.5	623.543	5.62674
NM_000211.5	2807	2563.5	1	0.0196158
NM_000212.3	5941	5697.5	19.0603	0.168223
NM_000213.5	5896	5652.5	0	0
NM_000214.3	5940	5696.5	235	2.07444
NM_000215.4	5386	5142.5	61.7881	0.604186
NM_000216.4	6265	6021.5	472.399	3.94497
NM_000217.3	7985	7741.5	0	0
NM_000218.3	3224	2980.5	0	0
NM_000219.6	3505	3261.5	0	0
NM_000220.6	2333	2089.5	0	0
NM_000221.3	2397	2153.5	237.641	5.54903
NM_000222.3	5147	4903.5	0.0017649	1.8099e-05
NM_000223.4	1880	1636.5	11	0.337999
NM_000224.3	1413	1169.5	1655.88	71.1978
NM_000226.4	2296	2052.5	0	0
NM_000227.6	5618	5374.5	284.947	2.66603
NM_000228.3	4014	3770.5	803.363	10.714
NM_000229.2	1496	1252.5	74.1422	2.97664
NM_000230.3	3427	3183.5	0.447776	0.00707287
NM_000231.3	1594	1350.5	0	0
NM_000232.5	4248	4004.5	1356.24	17.0306
NM_000233.4	3076	2832.5	0	0
NM_000234.3	3125	2881.5	459.284	8.01498
NM_000235.4	2496	2252.5	1541.79	34.4191
NM_000236.3	2559	2315.5	8	0.173734
NM_000237.3	3565	3321.5	143	2.16492
NM_000238.4	4292	4048.5	0	0
NM_000239.3	1490	1246.5	3.18759	0.128591
NM_000240.4	3931	3687.5	635.212	8.66217
NM_000242.3	3521	3277.5	0	0
NM_000243.3	3506	3262.5	0	0
NM_000244.4	2746	2502.5	0	0
NM_000245.4	6822	6578.5	390.158	2.98232
NM_000246.4	16061	15817.5	0	0
NM_000247.3	1366	1122.5	0	0
NM_000248.4	4475	4231.5	11.8512	0.140834
NM_000249.4	2494	2250.5	987.056	22.0548
NM_000250.2	3216	2972.5	1	0.0169168
NM_000251.3	3115	2871.5	2199.59	38.5187
NM_000252.3	3412	3168.5	199.848	3.17165
NM_000253.4	4043	3799.5	19.519	0.258327
NM_000254.3	10547	10303.5	0	0
NM_000255.4	3811	3567.5	999.889	14.0938
NM_000256.3	4217	3973.5	0	0
NM_000257.4	6027	5783.5	1.88004e-05	1.63462e-07
NM_000258.3	885	641.567	0	0
NM_000259.3	12238	11994.5	656.39	2.75182
NM_000260.4	7483	7239.5	1.9419e-08	1.34884e-10
NM_000261.2	2100	1856.5	0	0
NM_000262.3	3696	3452.5	529.198	7.70769
NM_000263.4	2475	2231.5	58.8548	1.32625
NM_000264.5	8662	8418.5	6.05045e-05	3.61404e-07
NM_000265.7	1349	1105.5	0	0
NM_000266.4	1719	1475.5	0	0
NM_000267.3	12381	12137.5	690.227	2.85958
NM_000268.4	5950	5706.5	1.76547e-07	1.55572e-09
NM_000269.3	890	646.567	6556.95	509.952
NM_000270.4	1477	1233.5	1652	67.3457
NM_000271.5	4760	4516.5	1183.67	13.1786
NM_000272.5	2690	2446.5	0	0
NM_000273.3	1645	1401.5	0	0
NM_000274.4	2039	1795.5	1050.26	29.4139
NM_000275.3	3143	2899.5	0	0
NM_000276.4	5173	4929.5	166.807	1.70158
NM_000277.3	3759	3515.5	0	0
NM_000278.5	4189	3945.5	0	0
NM_000280.6	2701	2457.5	122.119	2.49879
NM_000281.4	787	543.669	349.072	32.2865
NM_000282.4	2484	2240.5	196.051	4.40012
NM_000283.4	3294	3050.5	0	0
NM_000284.4	3349	3105.5	6330.82	102.51
NM_000285.4	1907	1663.5	612	18.4998
NM_000286.3	2617	2373.5	131	2.77538
NM_000287.4	3444	3200.5	429.7	6.7513
NM_000288.4	1454	1210.5	166.978	6.9364
NM_000289.6	3090	2846.5	631.121	11.1491
NM_000290.4	837	593.567	4.3032	0.364555
NM_000291.4	4812	4568.5	3568.98	39.2835
NM_000292.3	5077	4833.5	108.424	1.12799
NM_000293.3	5459	5215.5	81.4617	0.785412
NM_000294.3	5384	5140.5	181.16	1.77214
NM_000295.5	3006	2762.5	0	0
NM_000296.4	14137	13893.5	198.067	0.716871
NM_000297.4	5089	4845.5	97.4864	1.01169
NM_000298.6	3047	2803.5	0	0
NM_000299.4	5389	5145.5	0	0
NM_000300.4	991	747.504	0	0
NM_000301.5	3530	3286.5	0	0
NM_000302.4	2976	2732.5	2023.57	37.239
NM_000303.3	2285	2041.5	576.749	14.2062
NM_000304.4	1828	1584.5	0	0
NM_000305.3	1610	1366.5	620.856	22.8465
NM_000306.4	1488	1244.5	3	0.121218
NM_000307.5	3838	3594.5	1	0.0139895
NM_000308.4	1858	1614.5	351.727	10.9549
NM_000309.5	1672	1428.5	0	0
NM_000310.4	2284	2040.5	3832.76	94.4528
NM_000311.5	2435	2191.5	1260.1	28.9138
NM_000312.4	1769	1525.5	0	0
NM_000313.4	3372	3128.5	1212.78	19.4933
NM_000314.8	8515	8271.5	0	0
NM_000315.4	791	547.669	61	5.60082
NM_000316.3	2153	1909.5	0	0
NM_000317.3	872	628.567	649	51.9199
NM_000318.3	4169	3925.5	0	0
NM_000319.5	3213	2969.5	0	0
NM_000320.3	1507	1263.5	293.88	11.6959
NM_000321.3	4768	4524.5	1511.26	16.7961
NM_000322.5	3001	2757.5	11	0.200594
NM_000324.3	1895	1651.5	0	0
NM_000325.6	2294	2050.5	104.02	2.55092
NM_000326.5	1638	1394.5	0	0
NM_000327.4	1358	1114.5	26	1.17309
NM_000328.3	3053	2809.5	431.845	7.72928
NM_000329.3	2605	2361.5	0	0
NM_000330.4	3031	2787.5	0	0
NM_000331.6	665	422.471	0	0
NM_000332.4	10606	10362.5	0.500814	0.00243026
NM_000333.4	7250	7006.5	167.451	1.20178
NM_000334.4	7805	7561.5	196	1.30343
NM_000335.5	8516	8272.5	0	0
NM_000336.3	2560	2316.5	0	0
NM_000337.6	9383	9139.5	0	0
NM_000338.3	4708	4464.5	3	0.03379
NM_000339.3	5567	5323.5	0.0011945	1.12831e-05
NM_000340.2	3181	2937.5	0	0
NM_000341.4	2969	2725.5	3.58189	0.0660855
NM_000342.4	4954	4710.5	0	0
NM_000343.4	4832	4588.5	0.00748092	8.19831e-05
NM_000344.4	1482	1238.5	1838.58	74.6492
NM_000345.4	3177	2933.5	65.7626	1.12728
NM_000346.4	3931	3687.5	195	2.65915
NM_000348.4	4519	4275.5	0	0
NM_000349.3	2565	2321.5	4.01042	0.0868682
NM_000350.3	7328	7084.5	0	0
NM_000351.7	6352	6108.5	0	0
NM_000352.6	4921	4677.5	115.517	1.24186
NM_000353.3	3945	3701.5	6.15079	0.083559
NM_000354.6	2360	2116.5	0	0
NM_000355.4	2192	1948.5	0	0
NM_000356.4	4792	4548.5	229.966	2.54235
NM_000358.3	2712	2468.5	0	0
NM_000359.3	2744	2500.5	36	0.723961
NM_000360.4	1827	1583.5	0	0
NM_000361.3	4040	3796.5	4	0.0529806
NM_000362.5	4597	4353.5	1709	19.7398
NM_000363.5	843	599.567	179	15.0126
NM_000364.4	1156	912.504	0	0
NM_000365.6	1351	1107.5	19211.4	872.277
NM_000366.6	1265	1021.5	0	0
NM_000367.5	3184	2940.5	274.95	4.70188
NM_000368.5	8598	8354.5	6.49214e-05	3.90758e-07
NM_000369.5	4308	4064.5	5.36763	0.0664072
NM_000370.3	2633	2389.5	0	0
NM_000371.4	616	374.343	0	0
NM_000372.5	2062	1818.5	0	0
NM_000373.4	6652	6408.5	0.324802	0.0025486
NM_000374.5	1193	949.504	2143.97	113.544
NM_000375.3	1336	1092.5	113.121	5.20669
NM_000376.3	4616	4372.5	76.3718	0.878301
NM_000377.3	1829	1585.5	13.5835	0.430809
NM_000378.6	2971	2727.5	18.1241	0.334142
NM_000379.4	5715	5471.5	72.0931	0.662563
NM_000380.4	1400	1156.5	632.586	27.5051
NM_000381.4	6168	5924.5	792.071	6.72284
NM_000382.3	3703	3459.5	586.59	8.52632
NM_000383.4	2690	2446.5	16.1059	0.33104
NM_000384.3	14121	13877.5	0	0
NM_000386.4	2307	2063.5	3047	74.2519
NM_000387.6	1778	1534.5	715	23.4303
NM_000388.4	10062	9818.5	0	0
NM_000389.5	2117	1873.5	1475.01	39.5895
NM_000390.4	5438	5194.5	732.773	7.09359
NM_000391.4	3492	3248.5	947	14.6591
NM_000392.5	5806	5562.5	7.73121	0.0698904
NM_000393.5	6829	6585.5	378.702	2.89167
NM_000394.4	1139	895.504	0	0
NM_000395.3	4853	4609.5	0	0
NM_000396.4	1629	1385.5	47	1.70581
NM_000397.4	4276	4032.5	0.000405295	5.05402e-06
NM_000398.7	2916	2672.5	2115.44	39.8037
NM_000399.5	2979	2735.5	0	0
NM_000400.4	4108	3864.5	906.267	11.7924
NM_000401.3	3469	3225.5	1076.22	16.7782
NM_000402.4	2406	2162.5	113.836	2.64705
NM_000403.4	1665	1421.5	15.142	0.535642
NM_000404.4	2523	2279.5	683.857	15.0857
NM_000405.5	3603	3359.5	373.077	5.58423
NM_000406.3	4402	4158.5	11	0.133014
NM_000407.5	959	715.504	57.0271	4.00783
NM_000408.5	5812	5568.5	316.602	2.85901
NM_000409.5	1904	1660.5	0	0
NM_000410.4	5176	4932.5	0	0
NM_000411.8	8247	8003.5	155.465	0.976771
NM_000412.5	1947	1703.5	0	0
NM_000413.4	1274	1030.5	0	0
NM_000414.4	2628	2384.5	4804.06	101.31
NM_000415.3	1942	1698.5	0	0
NM_000416.3	2074	1830.5	1857.7	51.0323
NM_000417.3	3218	2974.5	0	0
NM_000418.4	3624	3380.5	37.289	0.554676
NM_000419.5	3479	3235.5	63.6758	0.98963
NM_000420.3	2494	2250.5	0	0
NM_000421.5	2143	1899.5	1874.89	49.6335
NM_000422.3	1517	1273.5	1251	49.3966
NM_000423.3	2450	2206.5	0	0
NM_000424.4	2238	1994.5	0	0
NM_000425.5	5099	4855.5	0	0
NM_000426.4	9696	9452.5	0.448299	0.00238485
NM_000427.3	1245	1001.5	0	0
NM_000428.3	8460	8216.5	180	1.10161
NM_000429.3	3384	3140.5	0	0
NM_000430.4	5589	5345.5	3438.07	32.342
NM_000431.4	2833	2589.5	158.59	3.07963
NM_000432.4	783	539.685	0	0
NM_000433.4	2267	2023.5	0	0
NM_000434.4	3353	3109.5	366.753	5.93094
NM_000435.3	8680	8436.5	395.081	2.35486
NM_000436.4	3294	3050.5	865.59	14.2686
NM_000437.4	3487	3243.5	152.631	2.36629
NM_000438.6	1501	1257.5	15.3729	0.614734
NM_000439.5	5136	4892.5	0	0
NM_000440.3	5645	5401.5	0	0
NM_000441.2	4737	4493.5	19.0965	0.213702
NM_000442.5	6813	6569.5	0	0
NM_000443.4	4293	4049.5	145.76	1.81
NM_000444.6	6288	6044.5	0	0
NM_000445.5	14798	14554.5	6.18925e-05	2.13836e-07
NM_000446.7	2393	2149.5	3	0.0701816
NM_000447.3	2249	2005.5	205.684	5.15725
NM_000448.3	6588	6344.5	21.3279	0.169041
NM_000449.4	3577	3333.5	343.431	5.18059
NM_000450.2	3875	3631.5	0	0
NM_000451.4	7934	7690.5	9.58392	0.0626656
NM_000452.3	3350	3106.5	0	0
NM_000453.3	3604	3360.5	0	0
NM_000454.5	895	651.567	8169.63	630.498
NM_000455.5	3293	3049.5	2242.63	36.9801
NM_000456.3	2445	2201.5	37.8343	0.864184
NM_000457.6	4739	4495.5	0	0
NM_000458.4	2790	2546.5	0	0
NM_000459.5	4683	4439.5	0	0
NM_000460.4	1918	1674.5	0	0
NM_000461.5	7430	7186.5	0	0
NM_000462.5	5319	5075.5	681.431	6.75123
NM_000463.3	2361	2117.5	0	0
NM_000465.4	5478	5234.5	777.406	7.46815
NM_000466.3	4369	4125.5	908.263	11.0707
NM_000474.4	1630	1386.5	400.269	14.5168
NM_000475.5	1813	1569.5	0	0
NM_000476.3	2192	1948.5	1671.51	43.1368
NM_000477.7	2285	2041.5	47	1.15768
NM_000478.6	2536	2292.5	0	0
NM_000479.5	1809	1565.5	244	7.83747
NM_000480.3	4357	4113.5	0	0
NM_000481.4	1997	1753.5	435.991	12.5029
NM_000482.4	1471	1227.5	0	0
NM_000483.5	660	417.508	0	0
NM_000484.4	3583	3339.5	5073.5	76.3953
NM_000485.3	931	687.546	443.332	32.4241
NM_000486.6	4180	3936.5	0	0
NM_000487.6	4294	4050.5	94.6198	1.17466
NM_000488.4	1552	1308.5	0	0
NM_000489.6	11165	10921.5	1.78216e-06	8.2055e-09
NM_000490.5	619	377.253	0	0
NM_000491.5	1098	854.504	0	0
NM_000492.4	6070	5826.5	0	0
NM_000493.4	3302	3058.5	0	0
NM_000494.4	5612	5368.5	10	0.0936671
NM_000495.5	6513	6269.5	846.166	6.78676
NM_000496.3	769	525.733	1.58008	0.151131
NM_000497.4	3540	3296.5	0	0
NM_000498.3	2936	2692.5	0	0
NM_000499.5	2600	2356.5	23.8254	0.508408
NM_000500.9	2006	1762.5	0	0
NM_000501.4	3397	3153.5	0	0
NM_000502.6	2719	2475.5	34	0.690646
NM_000503.6	4163	3919.5	0	0
NM_000504.4	1536	1292.5	0.000506225	1.96948e-05
NM_000505.4	2036	1792.5	0	0
NM_000506.5	1990	1746.5	3	0.0863758
NM_000507.4	1473	1229.5	0	0
NM_000508.5	3654	3410.5	0	0
NM_000509.6	1565	1321.5	6	0.228309
NM_000510.4	1855	1611.5	0	0
NM_000511.6	3116	2872.5	23.9873	0.419914
NM_000512.5	2344	2100.5	41.0898	0.983674
NM_000513.2	1998	1754.5	0	0
NM_000514.4	4171	3927.5	0	0
NM_000515.5	823	579.601	0	0
NM_000516.7	1854	1610.5	6014.85	187.803
NM_000517.6	576	335.551	0	0
NM_000518.5	628	386.07	1	0.130249
NM_000519.4	620	378.242	914	121.511
NM_000520.6	4785	4541.5	907.15	10.0443
NM_000521.4	1812	1568.5	2023	64.8561
NM_000522.5	5015	4771.5	291	3.06675
NM_000523.4	2416	2172.5	603	13.9572
NM_000524.4	4572	4328.5	0	0
NM_000525.4	3412	3168.5	102.761	1.63085
NM_000526.5	1636	1392.5	0	0
NM_000527.5	5173	4929.5	57.9508	0.591149
NM_000528.4	3185	2941.5	1066.61	18.2338
NM_000529.2	3652	3408.5	31.2005	0.460298
NM_000530.8	1951	1707.5	29.4912	0.868502
NM_000531.6	1522	1278.5	0	0
NM_000532.5	1799	1555.5	897.611	29.0173
NM_000533.5	3011	2767.5	0	0
NM_000534.5	3156	2912.5	1207.89	20.8545
NM_000535.7	5093	4849.5	219.959	2.28079
NM_000536.4	2388	2144.5	0	0
NM_000537.4	1462	1218.5	3	0.123804
NM_000538.4	2306	2062.5	677	16.5057
NM_000539.3	2768	2524.5	2	0.0398377
NM_000540.3	15400	15156.5	1.28881	0.00427594
NM_000541.5	1596	1352.5	0	0
NM_000542.5	3550	3306.5	0	0
NM_000543.5	2410	2166.5	145.17	3.36944
NM_000544.3	5679	5435.5	1250.78	11.5713
NM_000545.8	3442	3198.5	0	0
NM_000546.6	2512	2268.5	399.4	8.85338
NM_000547.6	4090	3846.5	0	0
NM_000548.5	6415	6171.5	0	0
NM_000549.5	528	289.917	1	0.173447
NM_000550.3	2896	2652.5	20.7601	0.393563
NM_000551.4	4414	4170.5	1182.35	14.256
NM_000552.5	8830	8586.5	6	0.0351379
NM_000553.6	7575	7331.5	2452.19	16.8191
NM_000554.6	4366	4122.5	7.64526	0.0932549
NM_000555.3	9433	9189.5	0	0
NM_000557.5	2368	2124.5	0	0
NM_000558.5	577	336.43	10	1.49467
NM_000559.3	587	346.113	0	0
NM_000560.4	1505	1261.5	0	0
NM_000561.4	1164	920.504	0	0
NM_000562.3	2367	2123.5	0	0
NM_000564.5	5808	5564.5	0	0
NM_000565.4	5764	5520.5	0	0
NM_000566.4	1333	1089.5	0	0
NM_000567.3	2015	1771.5	0	0
NM_000569.8	2100	1856.5	0	0
NM_000570.5	2143	1899.5	0	0
NM_000572.3	1630	1386.5	0	0
NM_000574.5	2590	2346.5	4556.3	97.6408
NM_000575.5	2017	1773.5	7	0.198475
NM_000576.3	1507	1263.5	3	0.119395
NM_000577.5	1671	1427.5	0	0
NM_000578.4	3608	3364.5	0	0
NM_000579.4	3661	3417.5	0	0
NM_000581.4	899	655.567	2101	161.157
NM_000582.3	1519	1275.5	0	0
NM_000583.4	1685	1441.5	0	0
NM_000584.4	1642	1398.5	0	0
NM_000585.5	2015	1771.5	1.96429	0.0557575
NM_000586.4	1029	785.504	0	0
NM_000587.4	5716	5472.5	2.00861	0.0184565
NM_000588.4	924	680.567	0	0
NM_000589.4	615	373.365	0	0
NM_000590.2	605	363.584	0	0
NM_000591.4	1356	1112.5	0	0
NM_000593.6	2685	2441.5	445.244	9.17025
NM_000594.4	1678	1434.5	1	0.0350541
NM_000595.4	1416	1172.5	0	0
NM_000596.4	1514	1270.5	0	0
NM_000597.3	1414	1170.5	345.359	14.8367
NM_000598.5	2613	2369.5	5	0.106109
NM_000599.4	6239	5995.5	186.777	1.56653
NM_000600.5	1127	883.504	0	0
NM_000601.6	5834	5590.5	0.0492947	0.000443394
NM_000602.5	3156	2912.5	0	0
NM_000603.5	4366	4122.5	34.6817	0.423038
NM_000605.4	1144	900.504	0	0
NM_000606.3	881	637.567	0	0
NM_000607.4	764	520.748	0	0
NM_000608.4	759	515.795	1.60165	0.156146
NM_000609.7	3537	3293.5	0	0
NM_000610.4	5431	5187.5	0	0
NM_000611.6	7563	7319.5	2065.29	14.1886
NM_000612.6	5580	5336.5	60	0.565373
NM_000613.3	1575	1331.5	26	0.981909
NM_000614.4	1902	1658.5	0	0
NM_000615.7	5789	5545.5	3000.86	27.2111
NM_000616.5	3049	2805.5	0	0
NM_000617.3	4132	3888.5	277.472	3.5882
NM_000618.5	7277	7033.5	0	0
NM_000619.3	1211	967.504	4	0.207897
NM_000620.5	12007	11763.5	0	0
NM_000621.5	5415	5171.5	0	0
NM_000623.4	3991	3747.5	65.4516	0.87825
NM_000624.6	2278	2034.5	0	0
NM_000625.4	4206	3962.5	47	0.596443
NM_000626.4	1246	1002.5	4.52353	0.226899
NM_000627.4	5294	5050.5	2.83423e-05	2.8219e-07
NM_000628.5	1941	1697.5	302.864	8.97175
NM_000629.3	6075	5831.5	682.22	5.8828
NM_000631.5	1378	1134.5	0	0
NM_000632.4	4719	4475.5	0	0
NM_000633.3	6881	6637.5	251.657	1.90654
NM_000634.3	2459	2215.5	0	0
NM_000635.4	3959	3715.5	66.7454	0.903326
NM_000636.4	14167	13923.5	2034.65	7.34821
NM_000637.5	3034	2790.5	2031.28	36.6039
NM_000638.4	1626	1382.5	6	0.218235
NM_000639.3	1805	1561.5	0	0
NM_000640.3	1338	1094.5	1	0.0459434
NM_000641.4	2378	2134.5	160.396	3.77866
NM_000642.3	7091	6847.5	203.334	1.4932
NM_000643.2	7169	6925.5	0	0
NM_000644.2	7109	6865.5	0	0
NM_000646.2	7182	6938.5	0	0
NM_000651.6	9937	9693.5	11.2218	0.0582131
NM_000655.5	2358	2114.5	14	0.332935
NM_000657.3	1595	1351.5	15.7904	0.587512
NM_000660.7	2780	2536.5	522.686	10.3621
NM_000661.5	724	480.928	39366	4116.06
